analysis_id,display_label,family,variant_kind,training_seed,n,positive_n,positive_share,pooled_oof_pr_auc,pooled_oof_roc_auc,descriptive_delta_pr_auc_vs_frozen_reference,descriptive_delta_roc_auc_vs_frozen_reference,direct_seed_matched_comparison,comparison_note,fold_pr_auc_mean,fold_pr_auc_sample_sd,fold_roc_auc_mean,fold_roc_auc_sample_sd
frozen_qnn_three_seed_reference,Zamrożona referencja (średnia 3 seedów),qnn,frozen_reference,AVERAGED_20260818_20260819_20260820,10760,1986,0.184572490706,0.383947648128,0.74058384759,0,0,False,Frozen QNN L+D+R reference; not seed-matched to controls.,,,,
fixed_l2_logistic_same_qnn_representation,Logistic fixed L2 — PCA QNN,fixed_l2_logistic,pca_matched_control,20260818,10760,1986,0.184572490706,0.381590445516,0.739261047988,-0.00235720261152,-0.00132279960177,False,Single-seed secondary variant versus frozen three-seed average; delta is descriptive and does not authorize reranking.,0.380616746513,0.0599070553914,0.743343648192,0.0574546757299
pytorch_mlp_same_qnn_representation,MLP — PCA QNN,pytorch_mlp,pca_matched_control,20260818,10760,1986,0.184572490706,0.393226725051,0.742074737431,0.00927907692308,0.00149088984184,False,Single-seed secondary variant versus frozen three-seed average; delta is descriptive and does not authorize reranking.,0.395112096656,0.0663667973413,0.746187093295,0.0601466442274
