xbrl_status,n,missing_all_feature_cells_pct,available_features_mean,available_features_median,log_assets_t__missing_pct,roa_t__missing_pct,ocf_to_assets_t__missing_pct,current_ratio_t__missing_pct,liabilities_to_assets_t__missing_pct,working_capital_to_assets_t__missing_pct,accruals_to_assets_t__missing_pct,asset_growth_1y__missing_pct,delta_roa_1y__missing_pct,delta_ocf_to_assets_1y__missing_pct,current_ratio_change_1y__missing_pct,delta_liabilities_to_assets_1y__missing_pct,log1p_revenues_t__missing_pct,profit_margin_t__missing_pct,ocf_margin_t__missing_pct,asset_turnover_t__missing_pct,revenue_growth_1y__missing_pct
available,19671,6.807871844787938,15.842661786386051,17.0,0.025418128209038687,2.0842865131411723,1.4996695643332825,0.3812719231355803,0.17284327182146306,0.3914391744191958,2.24696253367902,10.756951858065172,13.034416145595037,12.561638960906919,11.1687255350516,10.970464135021098,7.59493670886076,8.306644298713843,7.70677647298053,7.620354837069798,19.21102130039144
