x_t_status,n,missing_all_feature_cells_pct,available_features_mean,available_features_median,log_assets_t__missing_pct,roa_t__missing_pct,ocf_to_assets_t__missing_pct,current_ratio_t__missing_pct,liabilities_to_assets_t__missing_pct,working_capital_to_assets_t__missing_pct,accruals_to_assets_t__missing_pct,asset_growth_1y__missing_pct,delta_roa_1y__missing_pct,delta_ocf_to_assets_1y__missing_pct,current_ratio_change_1y__missing_pct,delta_liabilities_to_assets_1y__missing_pct,log1p_revenues_t__missing_pct,profit_margin_t__missing_pct,ocf_margin_t__missing_pct,asset_turnover_t__missing_pct,revenue_growth_1y__missing_pct
available_core,19134,5.56385614766446,16.054144454897042,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.632068569039406,11.17382669593394,11.199958189610118,9.720915647538414,9.705236751332706,6.282011079753319,6.2872373784885545,6.2872373784885545,6.282011079753319,18.015051740357478
partially_available,537,51.13374958922117,8.307262569832401,8.0,0.931098696461825,76.35009310986965,54.93482309124767,13.966480446927374,6.33147113594041,14.338919925512103,82.30912476722533,50.83798882681564,79.3296089385475,61.08007448789572,62.75605214152699,56.052141527001865,54.37616387337057,80.26070763500931,58.28677839851024,55.3072625698324,61.82495344506518
