company_id,observations,observed_years,first_year,last_year,positive_observations
0001019849,1,1,2013,2013,0
0001020214,1,1,2014,2014,0
0001020416,1,1,2013,2013,0
0001020475,3,3,2012,2014,2
0001020477,1,1,2011,2011,1
0001020646,2,2,2011,2012,2
0001020710,10,10,2011,2020,0
0001020859,8,8,2013,2020,1
0001021096,1,1,2012,2012,1
0001021162,10,10,2011,2020,3
0001021270,5,5,2012,2016,1
0001021435,4,4,2013,2016,2
0001021561,6,6,2015,2020,0
0001022079,10,10,2011,2020,0
0001022225,2,2,2012,2013,0
0001022321,6,6,2011,2016,0
0001022408,3,3,2012,2014,0
0001022469,5,5,2011,2015,1
0001022505,5,5,2016,2020,3
0001022652,9,9,2011,2019,2
0001022671,10,10,2011,2020,0
0001022705,5,5,2011,2015,1
0001023024,8,8,2013,2020,1
0001023313,6,6,2011,2016,1
0001023364,9,9,2011,2019,1
0001023459,8,8,2013,2020,1
0001023731,4,4,2012,2015,0
0001023734,1,1,2011,2011,0
0001023994,4,4,2011,2014,2
0001024126,5,5,2012,2016,2
0001024305,7,7,2014,2020,0
0001024478,6,6,2011,2016,0
0001024626,3,3,2013,2015,2
0001024628,5,5,2011,2015,3
0001024657,5,5,2011,2015,0
0001024732,2,2,2011,2012,0
0001024795,6,6,2015,2020,1
0001026655,9,9,2011,2020,0
0001027235,2,2,2013,2014,2
0001027838,2,2,2016,2017,0
0001027884,6,6,2011,2016,1
0001028153,4,4,2012,2015,4
0001028215,5,5,2013,2017,1
0001029023,2,2,2011,2012,0
0001029142,5,5,2012,2016,2
0001029506,1,1,2011,2011,0
0001029581,3,3,2013,2015,0
0001029744,6,6,2011,2016,2
0001029802,3,3,2011,2013,0
0001029831,5,5,2012,2019,1
0001030192,4,4,2014,2017,1
0001030206,4,4,2011,2014,0
0001030896,1,1,2011,2011,1
0001031029,6,6,2011,2016,1
0001031203,6,6,2011,2016,0
0001031623,10,10,2011,2020,4
0001031896,1,1,2011,2011,1
0001031927,2,2,2011,2012,1
0001032220,10,10,2011,2020,2
0001033905,6,6,2011,2016,1
0001034054,5,5,2011,2015,0
0001034669,1,1,2011,2011,0
0001034670,10,10,2011,2020,0
0001034760,10,10,2011,2020,2
0001035002,1,1,2017,2017,0
0001035267,6,6,2011,2016,1
0001035983,10,10,2011,2020,0
0001036044,10,10,2011,2020,2
0001036188,5,5,2012,2016,0
0001036262,10,10,2011,2020,1
0001036478,1,1,2013,2013,1
0001036960,4,4,2011,2014,1
0001036968,3,3,2011,2013,1
0001037016,3,3,2011,2013,2
0001037038,6,6,2015,2020,1
0001037131,4,4,2011,2016,2
0001037646,2,2,2011,2012,0
0001037649,4,4,2011,2014,2
0001037676,3,3,2018,2020,1
0001037760,4,4,2011,2014,0
0001037868,10,10,2011,2020,0
0001038074,5,5,2016,2020,0
0001038133,8,8,2011,2020,0
0001039065,2,2,2016,2017,0
0001039101,1,1,2016,2016,0
0001039280,4,4,2012,2015,1
0001039399,7,7,2012,2020,1
0001039466,5,5,2014,2018,3
0001040130,8,8,2012,2020,2
0001040161,7,7,2011,2020,1
0001040426,6,6,2011,2016,1
0001040470,8,8,2012,2020,4
0001040482,2,2,2011,2012,1
0001040792,6,6,2011,2016,3
0001040829,1,1,2011,2011,0
0001040850,2,2,2013,2016,0
0001040896,10,10,2011,2020,3
0001041024,6,6,2015,2020,2
0001041061,4,4,2011,2014,0
0001041177,1,1,2013,2013,0
0001041379,5,5,2011,2015,0
0001041577,2,2,2011,2012,0
0001041657,10,10,2011,2020,0
0001041803,10,10,2011,2020,0
0001041859,10,10,2011,2020,2
0001042173,2,2,2011,2012,2
0001042187,10,10,2011,2020,2
0001042642,5,5,2012,2016,1
0001042783,3,3,2011,2013,0
0001042893,10,10,2011,2020,2
0001043000,5,5,2011,2015,0
0001043186,7,7,2011,2017,1
0001043277,6,6,2011,2016,1
0001043337,7,7,2011,2020,0
0001043509,6,6,2011,2016,0
0001043604,5,5,2011,2016,1
0001043894,4,4,2017,2020,3
0001043961,4,4,2011,2015,2
0001044378,7,7,2014,2020,2
0001044590,1,1,2011,2011,0
0001044777,6,6,2011,2016,1
0001045309,8,8,2011,2019,0
0001045742,5,5,2011,2020,1
0001045942,9,9,2011,2019,2
0001046057,2,2,2011,2013,0
0001046257,7,7,2014,2020,0
0001046311,7,7,2011,2017,0
0001046327,9,9,2011,2020,4
0001046568,6,6,2011,2016,4
0001046859,2,2,2012,2013,0
0001046995,6,6,2011,2016,2
0001047122,6,6,2011,2016,0
0001047127,10,10,2011,2020,0
0001047881,5,5,2011,2015,1
0001047919,2,2,2011,2012,2
0001048268,2,2,2011,2020,0
0001048286,3,3,2014,2016,0
0001048477,6,6,2011,2016,0
0001048685,3,3,2011,2013,0
0001048911,10,10,2011,2020,0
0001049210,1,1,2011,2011,0
0001049502,6,6,2011,2016,1
0001049521,9,9,2012,2020,2
0001049606,10,10,2011,2020,0
0001050377,2,2,2019,2020,0
0001050446,6,6,2011,2016,0
0001050550,1,1,2011,2011,0
0001050606,6,6,2011,2016,0
0001050797,7,7,2011,2020,0
0001050825,4,4,2012,2015,0
0001050915,10,10,2011,2020,0
0001050957,1,1,2011,2011,0
0001051114,1,1,2011,2011,0
0001051470,3,3,2011,2013,0
0001051512,6,6,2011,2016,0
0001051514,9,9,2012,2020,1
0001051627,7,7,2011,2020,1
0001051771,2,2,2012,2013,0
0001052045,2,2,2011,2012,0
0001052054,6,6,2011,2016,1
0001052257,4,4,2011,2014,2
0001052595,6,6,2011,2016,0
0001053369,8,8,2012,2020,2
0001053374,6,6,2011,2016,3
0001053650,5,5,2011,2015,1
0001053706,10,10,2011,2020,1
0001054102,10,10,2011,2020,3
0001054274,1,1,2011,2011,0
0001054374,3,3,2011,2013,1
0001054579,1,1,2012,2012,0
0001054721,6,6,2011,2016,1
0001054905,10,10,2011,2020,0
0001055294,3,3,2011,2013,0
0001055454,2,2,2017,2018,2
0001055726,1,1,2016,2016,0
0001056035,1,1,2011,2011,0
0001056239,4,4,2011,2014,0
0001056285,5,5,2016,2020,1
0001056358,10,10,2011,2020,1
0001056386,2,2,2011,2017,0
0001056696,6,6,2011,2016,0
0001056757,4,4,2013,2018,1
0001057060,9,9,2012,2020,0
0001057083,9,9,2011,2020,1
0001057352,9,9,2011,2019,1
0001057379,5,5,2011,2016,0
0001057758,2,2,2011,2012,0
0001058057,9,9,2011,2019,2
0001058090,2,2,2017,2018,0
0001058290,10,10,2011,2020,0
0001058299,4,4,2011,2014,0
0001058307,6,6,2015,2020,1
0001058623,6,6,2013,2020,1
0001058811,5,5,2011,2016,1
0001059262,4,4,2011,2014,0
0001059272,4,4,2012,2015,2
0001059556,9,9,2011,2020,1
0001059562,2,2,2011,2012,1
0001059790,2,2,2011,2012,2
0001060426,4,4,2012,2015,1
0001060736,6,6,2011,2016,1
0001060822,5,5,2011,2020,0
0001061027,6,6,2011,2016,5
0001061983,5,5,2012,2016,2
0001062047,6,6,2011,2016,0
0001062128,3,3,2011,2013,1
0001062231,10,10,2011,2020,0
0001062273,3,3,2011,2015,1
0001062292,6,6,2011,2016,0
0001062449,5,5,2011,2015,0
0001062478,2,2,2011,2012,0
0001062530,2,2,2011,2012,0
0001062613,3,3,2013,2015,1
0001062822,10,10,2011,2020,4
0001063104,3,3,2014,2016,2
0001063197,1,1,2016,2016,1
0001063537,10,10,2011,2020,1
0001063665,2,2,2012,2013,0
0001064116,4,4,2011,2014,0
0001064728,2,2,2019,2020,1
0001065049,2,2,2011,2012,0
0001065059,2,2,2011,2012,0
0001065087,5,5,2011,2015,1
0001065088,10,10,2011,2020,0
0001065280,10,10,2011,2020,0
0001065598,4,4,2012,2017,3
0001065696,7,7,2011,2020,0
0001065837,10,10,2011,2020,2
0001065860,3,3,2012,2014,0
0001066026,3,3,2011,2013,0
0001066104,5,5,2011,2015,1
0001066134,1,1,2012,2012,0
0001066194,5,5,2012,2017,0
0001066605,7,7,2011,2018,0
0001066764,10,10,2011,2020,3
0001066923,9,9,2011,2019,5
0001067294,9,9,2011,2020,1
0001067837,10,10,2011,2020,0
0001067873,4,4,2013,2016,3
0001068148,10,10,2011,2020,0
0001068689,3,3,2018,2020,0
0001068717,2,2,2011,2013,0
0001068796,1,1,2011,2011,0
0001068874,1,1,2013,2013,1
0001068875,5,5,2011,2016,0
0001069183,5,5,2012,2016,1
0001069202,10,10,2011,2020,0
0001069258,6,6,2011,2016,0
0001069394,8,8,2011,2020,0
0001069530,2,2,2011,2012,1
0001069799,2,2,2013,2014,2
0001069878,10,10,2011,2020,0
0001069899,6,6,2014,2020,0
0001070050,2,2,2019,2020,0
0001070081,4,4,2013,2016,2
0001070336,2,2,2011,2015,1
0001070494,6,6,2015,2020,1
0001070698,1,1,2014,2014,0
0001071411,5,5,2012,2016,0
0001071760,3,3,2011,2013,1
0001072379,8,8,2013,2020,4
0001073349,5,5,2011,2015,0
0001073429,9,9,2011,2019,0
0001073431,1,1,2011,2011,0
0001074828,6,6,2014,2019,3
0001074909,2,2,2011,2012,0
0001075531,3,3,2012,2014,0
0001075736,9,9,2011,2020,2
0001075773,1,1,2011,2011,1
0001075857,6,6,2011,2016,5
0001076195,3,3,2011,2013,0
0001076481,2,2,2012,2014,2
0001076522,5,5,2011,2016,2
0001076682,4,4,2011,2014,2
0001076784,1,1,2012,2012,1
0001076930,10,10,2011,2020,1
0001077183,2,2,2015,2016,0
0001077638,3,3,2012,2014,2
0001077688,10,10,2011,2020,0
0001077866,3,3,2011,2013,3
0001078037,6,6,2013,2018,1
0001078075,5,5,2012,2016,0
0001078099,5,5,2011,2018,1
0001078207,9,9,2011,2019,2
0001078271,4,4,2012,2015,1
0001078383,1,1,2011,2011,0
0001078723,2,2,2013,2014,1
0001080014,1,1,2016,2016,0
0001080029,1,1,2017,2017,1
0001080034,2,2,2011,2012,0
0001080056,6,6,2011,2016,1
0001080099,3,3,2011,2013,0
0001080319,4,4,2017,2020,3
0001080448,1,1,2018,2018,0
0001080627,1,1,2013,2013,0
0001080709,3,3,2011,2016,1
0001081074,1,1,2013,2013,1
0001081078,3,3,2012,2014,0
0001081091,1,1,2013,2013,0
0001081745,6,6,2012,2017,3
0001082038,6,6,2011,2016,2
0001082278,3,3,2011,2013,0
0001082506,2,2,2013,2014,1
0001082526,4,4,2011,2014,0
0001082554,3,3,2016,2018,2
0001082923,6,6,2011,2016,2
0001083301,8,8,2012,2019,1
0001083522,9,9,2012,2020,2
0001083712,3,3,2011,2013,2
0001083743,7,7,2013,2020,3
0001084048,9,9,2011,2020,1
0001084182,1,1,2011,2011,0
0001084267,8,8,2013,2020,6
0001084332,4,4,2013,2016,2
0001084384,7,7,2011,2019,3
0001084463,2,2,2012,2013,0
0001084577,3,3,2018,2020,1
0001084752,2,2,2012,2015,0
0001084765,10,10,2011,2020,0
0001084817,1,1,2011,2011,0
0001084869,7,7,2013,2020,0
0001085254,1,1,2012,2012,0
0001085277,7,7,2012,2020,5
0001085280,2,2,2011,2012,0
0001085621,5,5,2011,2015,1
0001085869,7,7,2011,2020,0
0001086222,10,10,2011,2020,0
0001086303,2,2,2011,2020,2
0001086600,6,6,2011,2016,1
0001086740,2,2,2011,2012,1
0001086745,6,6,2012,2020,2
0001086909,4,4,2011,2015,0
0001087294,6,6,2011,2016,1
0001087423,1,1,2016,2016,0
0001087432,1,1,2012,2012,0
0001087734,2,2,2012,2013,0
0001087934,3,3,2011,2013,0
0001088162,3,3,2012,2014,1
0001088206,1,1,2012,2012,0
0001088211,1,1,2012,2012,1
0001088213,2,2,2011,2012,2
0001088312,1,1,2013,2013,1
0001088413,8,8,2012,2020,0
0001088638,1,1,2020,2020,0
0001088825,4,4,2011,2014,1
0001089511,9,9,2011,2019,0
0001089531,7,7,2011,2017,2
0001089815,1,1,2017,2017,0
0001089872,9,9,2011,2020,2
0001089907,1,1,2012,2012,0
0001090012,5,5,2011,2016,2
0001090061,5,5,2013,2018,0
0001090396,9,9,2011,2020,1
0001090514,1,1,2011,2011,1
0001090727,8,8,2011,2020,1
0001090872,6,6,2011,2016,0
0001091171,4,4,2011,2014,0
0001091312,1,1,2011,2011,0
0001091325,4,4,2011,2014,2
0001091596,4,4,2011,2014,2
0001091667,2,2,2019,2020,0
0001091801,3,3,2011,2013,0
0001091862,1,1,2015,2015,0
0001091883,10,10,2011,2020,3
0001091907,8,8,2011,2020,1
0001091983,6,6,2011,2017,4
0001092289,6,6,2011,2016,2
0001092492,1,1,2011,2011,0
0001092570,4,4,2013,2020,1
0001092662,5,5,2011,2016,1
0001092699,10,10,2011,2020,0
0001092796,9,9,2012,2020,1
0001092839,1,1,2012,2012,0
0001093082,10,10,2011,2020,0
0001093207,4,4,2011,2014,3
0001093248,2,2,2013,2014,2
0001093430,4,4,2011,2014,3
0001093557,10,10,2011,2020,1
0001093649,2,2,2011,2012,1
0001093691,4,4,2012,2015,2
0001094007,2,2,2011,2012,2
0001094032,3,3,2011,2013,1
0001094038,4,4,2017,2020,1
0001094084,6,6,2011,2016,0
0001094139,5,5,2012,2016,0
0001094285,5,5,2011,2020,1
0001094348,5,5,2012,2016,2
0001094392,7,7,2011,2017,1
0001094739,7,7,2012,2018,0
0001094814,4,4,2013,2016,3
0001095130,2,2,2015,2017,0
0001095277,6,6,2011,2016,4
0001095291,6,6,2011,2016,0
0001095315,6,6,2011,2016,1
0001095565,10,10,2011,2020,0
0001095858,3,3,2011,2013,0
0001096056,3,3,2018,2020,0
0001096199,3,3,2011,2013,0
0001096275,6,6,2015,2020,2
0001096294,1,1,2011,2011,0
0001096325,3,3,2013,2015,0
0001096339,3,3,2011,2013,2
0001096376,7,7,2011,2017,1
0001096637,3,3,2011,2013,1
0001096752,8,8,2011,2020,0
0001096857,1,1,2011,2011,0
0001096934,4,4,2011,2016,1
0001096938,5,5,2014,2018,2
0001096939,1,1,2013,2013,0
0001096950,7,7,2014,2020,2
0001097149,10,10,2011,2020,0
0001097718,2,2,2011,2012,2
0001097864,10,10,2011,2020,2
0001097896,1,1,2012,2012,0
0001098009,1,1,2020,2020,0
0001098277,1,1,2011,2011,0
0001098482,1,1,2011,2011,1
0001098880,6,6,2012,2017,2
0001098972,5,5,2011,2016,2
0001099132,5,5,2013,2020,2
0001099160,10,10,2011,2020,0
0001099234,1,1,2016,2016,0
0001099290,4,4,2012,2015,2
0001099509,6,6,2011,2016,4
0001099590,8,8,2011,2019,1
0001099977,1,1,2011,2011,0
0001100202,2,2,2011,2012,1
0001100397,5,5,2016,2020,2
0001100412,6,6,2012,2017,2
0001100441,7,7,2011,2017,1
0001100682,5,5,2011,2016,0
0001100917,5,5,2011,2015,1
0001100962,2,2,2011,2012,0
0001100969,1,1,2011,2011,0
0001101169,3,3,2011,2013,0
0001101215,7,7,2013,2019,0
0001101239,4,4,2011,2014,0
0001101302,10,10,2011,2020,1
0001101396,7,7,2012,2020,0
0001101433,2,2,2018,2019,1
0001101680,8,8,2011,2020,0
0001101688,1,1,2011,2011,1
0001101723,3,3,2011,2013,0
0001102358,5,5,2012,2017,1
0001102392,1,1,2017,2017,0
0001102432,1,1,2020,2020,0
0001102541,4,4,2012,2015,1
0001102741,1,1,2011,2011,1
0001102934,4,4,2013,2020,1
0001102993,9,9,2012,2020,2
0001103021,6,6,2011,2016,2
0001103090,5,5,2011,2016,2
0001103640,7,7,2012,2018,5
0001103833,1,1,2016,2016,0
0001103837,4,4,2011,2014,0
0001103982,10,10,2011,2020,1
0001104038,1,1,2019,2019,0
0001104188,6,6,2011,2016,2
0001104265,1,1,2015,2015,1
0001104280,2,2,2013,2014,2
0001104349,6,6,2011,2016,0
0001104358,3,3,2013,2015,0
0001104485,5,5,2012,2016,2
0001104506,1,1,2018,2018,0
0001104657,10,10,2011,2020,0
0001104855,3,3,2011,2017,1
0001105184,4,4,2011,2014,1
0001105533,3,3,2014,2016,2
0001105705,6,6,2011,2016,0
0001106644,7,7,2011,2020,1
0001106645,5,5,2011,2015,1
0001106838,6,6,2011,2016,0
0001106851,3,3,2012,2014,0
0001107280,2,2,2011,2013,2
0001107332,2,2,2011,2012,2
0001107694,4,4,2011,2014,0
0001107796,2,2,2013,2015,0
0001107843,9,9,2012,2020,0
0001108046,2,2,2011,2012,1
0001108205,6,6,2011,2016,4
0001108320,8,8,2012,2019,1
0001108524,6,6,2011,2016,0
0001108967,10,10,2011,2020,2
0001109116,8,8,2011,2020,0
0001109354,6,6,2011,2016,0
0001110361,4,4,2011,2014,1
0001110607,8,8,2011,2020,2
0001110647,1,1,2017,2017,0
0001110783,6,6,2011,2016,0
0001110803,6,6,2011,2016,0
0001110805,6,6,2011,2016,0
0001111335,9,9,2012,2020,0
0001111665,3,3,2011,2013,0
0001111741,5,5,2014,2020,2
0001111928,10,10,2011,2020,0
0001112372,3,3,2011,2014,1
0001112920,6,6,2011,2016,0
0001113148,1,1,2020,2020,0
0001113232,1,1,2016,2016,0
0001113256,10,10,2011,2020,0
0001113481,7,7,2011,2017,3
0001113513,5,5,2013,2017,2
0001113809,5,5,2012,2016,0
0001114208,3,3,2012,2014,2
0001114220,3,3,2014,2016,1
0001114483,10,10,2011,2020,1
0001114925,4,4,2017,2020,0
0001114936,1,1,2011,2011,0
0001114995,5,5,2016,2020,1
0001115128,4,4,2014,2020,0
0001115222,6,6,2011,2016,0
0001115836,7,7,2011,2017,0
0001116132,10,10,2011,2020,3
0001116463,6,6,2011,2016,0
0001116521,4,4,2011,2014,0
0001116942,10,10,2011,2020,0
0001117057,7,7,2011,2020,2
0001117106,4,4,2011,2014,0
0001117171,6,6,2012,2019,4
0001117297,9,9,2012,2020,1
0001117480,4,4,2013,2016,1
0001117733,5,5,2012,2016,1
0001118037,1,1,2015,2015,0
0001118417,4,4,2013,2016,2
0001118974,2,2,2013,2014,1
0001119643,8,8,2012,2020,4
0001119897,5,5,2016,2020,1
0001120295,4,4,2012,2015,1
0001120370,5,5,2016,2020,2
0001120914,6,6,2011,2016,0
0001120970,7,7,2011,2020,2
0001121484,1,1,2016,2016,0
0001121702,6,6,2014,2020,3
0001121788,10,10,2011,2020,0
0001121793,2,2,2012,2013,0
0001122020,3,3,2012,2014,1
0001122108,2,2,2011,2012,1
0001122342,3,3,2012,2014,0
0001122388,2,2,2016,2017,0
0001122897,2,2,2013,2014,0
0001122904,9,9,2012,2020,0
0001122976,10,10,2011,2020,0
0001122991,1,1,2012,2012,1
0001123316,2,2,2012,2016,0
0001123360,8,8,2011,2020,0
0001123494,10,10,2011,2020,1
0001123596,6,6,2011,2016,1
0001124024,2,2,2011,2012,1
0001124140,4,4,2017,2020,0
0001124198,9,9,2011,2020,0
0001124524,5,5,2012,2018,1
0001124608,3,3,2011,2013,1
0001124610,4,4,2011,2014,0
0001124796,1,1,2018,2018,0
0001124804,6,6,2011,2016,0
0001124827,1,1,2013,2013,0
0001124941,10,10,2011,2020,0
0001125345,4,4,2013,2016,2
0001125376,7,7,2011,2018,1
0001125699,3,3,2012,2015,2
0001125914,2,2,2011,2012,0
0001125920,6,6,2011,2016,0
0001126216,2,2,2011,2012,0
0001126234,4,4,2013,2016,2
0001126741,9,9,2012,2020,3
0001127475,4,4,2017,2020,4
0001127537,1,1,2020,2020,1
0001127993,5,5,2012,2020,2
0001128281,10,10,2011,2020,3
0001128353,4,4,2017,2020,3
0001128725,6,6,2011,2016,2
0001128928,7,7,2011,2020,0
0001129048,1,1,2013,2013,1
0001129155,10,10,2011,2020,1
0001129260,5,5,2012,2016,0
0001130166,3,3,2013,2015,1
0001130258,1,1,2011,2011,0
0001130591,4,4,2011,2014,2
0001130598,7,7,2014,2020,3
0001130888,1,1,2011,2011,0
0001131089,2,2,2011,2012,0
0001131096,2,2,2012,2016,1
0001131227,5,5,2011,2016,1
0001131324,1,1,2016,2016,0
0001131457,1,1,2011,2011,0
0001131554,9,9,2011,2020,1
0001131675,3,3,2011,2013,0
0001132105,7,7,2014,2020,0
0001132509,1,1,2020,2020,1
0001133062,9,9,2011,2020,1
0001133311,1,1,2020,2020,0
0001133421,6,6,2011,2016,0
0001133798,4,4,2015,2018,1
0001133818,1,1,2016,2016,0
0001134765,8,8,2012,2020,5
0001135152,4,4,2011,2014,0
0001135185,10,10,2011,2020,0
0001135657,4,4,2014,2017,2
0001135906,2,2,2011,2012,2
0001136174,5,5,2011,2020,1
0001136294,9,9,2011,2020,2
0001136869,10,10,2011,2020,1
0001136893,4,4,2017,2020,1
0001137091,7,7,2011,2020,2
0001137204,1,1,2012,2012,0
0001137411,7,7,2011,2017,0
0001137789,10,10,2011,2020,1
0001137855,1,1,2011,2011,1
0001137861,1,1,2012,2012,1
0001138476,6,6,2011,2016,1
0001138639,6,6,2011,2016,1
0001138723,3,3,2012,2015,1
0001138951,2,2,2011,2012,0
0001138978,3,3,2018,2020,0
0001139822,3,3,2011,2013,2
0001140102,4,4,2012,2017,0
0001140215,9,9,2011,2020,5
0001140859,7,7,2013,2020,0
0001141107,3,3,2011,2013,1
0001141240,6,6,2011,2016,3
0001141391,5,5,2011,2020,0
0001141673,1,1,2011,2011,1
0001142412,5,5,2011,2016,0
0001142417,4,4,2012,2020,0
0001142576,1,1,2011,2011,1
0001142596,6,6,2011,2016,0
0001142701,4,4,2011,2014,0
0001142750,10,10,2011,2020,0
0001142790,1,1,2018,2018,1
0001143238,5,5,2012,2016,3
0001144215,10,10,2011,2020,0
0001144225,1,1,2011,2011,1
0001144354,3,3,2012,2014,1
0001144519,10,10,2011,2020,0
0001144980,9,9,2011,2019,0
0001145197,10,10,2011,2020,2
0001145404,1,1,2011,2011,1
0001145761,2,2,2011,2012,1
0001145986,3,3,2014,2016,2
0001156041,4,4,2017,2020,1
0001156174,10,10,2011,2020,3
0001156388,9,9,2012,2020,1
0001156784,1,1,2014,2014,0
0001157075,1,1,2012,2012,0
0001157377,2,2,2012,2015,0
0001157408,3,3,2018,2020,1
0001157806,1,1,2016,2016,0
0001157817,3,3,2013,2017,0
0001158114,8,8,2013,2020,2
0001158172,5,5,2011,2020,0
0001158419,4,4,2012,2015,3
0001158449,4,4,2011,2020,0
0001158463,6,6,2011,2016,0
0001158694,1,1,2013,2013,0
0001158780,5,5,2012,2018,1
0001158863,4,4,2012,2015,0
0001158895,10,10,2011,2020,0
0001159036,7,7,2011,2017,2
0001159154,3,3,2011,2014,0
0001159167,9,9,2012,2020,1
0001159275,3,3,2016,2018,1
0001159297,3,3,2011,2013,0
0001160142,2,2,2011,2012,1
0001160791,7,7,2013,2019,1
0001160858,1,1,2011,2011,0
0001160958,9,9,2011,2019,1
0001161154,2,2,2018,2019,0
0001161364,7,7,2011,2017,0
0001161582,7,7,2012,2020,3
0001161706,5,5,2011,2015,1
0001162112,9,9,2011,2019,2
0001162194,6,6,2011,2016,1
0001162315,3,3,2011,2013,1
0001162461,6,6,2011,2016,0
0001162556,5,5,2012,2016,0
0001162816,2,2,2012,2014,2
0001162896,4,4,2014,2019,3
0001163698,1,1,2011,2011,0
0001163932,1,1,2011,2011,0
0001164255,1,1,2014,2014,0
0001164727,2,2,2019,2020,0
0001164863,10,10,2011,2020,0
0001165231,3,3,2011,2013,1
0001166003,9,9,2011,2020,1
0001166126,6,6,2011,2016,1
0001166220,2,2,2012,2013,0
0001166380,2,2,2012,2013,0
0001166388,6,6,2012,2017,0
0001166691,2,2,2019,2020,0
0001167294,1,1,2013,2013,1
0001168054,6,6,2011,2016,1
0001168081,2,2,2019,2020,1
0001168195,1,1,2011,2011,0
0001168213,4,4,2011,2014,3
0001168220,6,6,2011,2016,2
0001168325,1,1,2013,2013,1
0001168696,6,6,2011,2016,0
0001169264,1,1,2016,2016,0
0001169440,2,2,2011,2012,1
0001169561,6,6,2011,2016,0
0001169652,8,8,2013,2020,1
0001169987,2,2,2015,2016,1
0001169988,9,9,2011,2019,0
0001170154,1,1,2011,2011,1
0001170534,3,3,2012,2016,0
0001171008,3,3,2015,2017,1
0001171012,3,3,2011,2015,1
0001171155,3,3,2018,2020,0
0001171298,1,1,2011,2011,0
0001171759,4,4,2013,2016,0
0001172139,2,2,2015,2016,0
0001172298,1,1,2018,2018,0
0001172480,1,1,2011,2011,0
0001172631,7,7,2014,2020,3
0001172706,6,6,2015,2020,1
0001173204,7,7,2012,2020,2
0001173313,3,3,2012,2020,0
0001173489,6,6,2011,2016,0
0001173514,9,9,2012,2020,1
0001173738,2,2,2012,2013,1
0001173752,3,3,2011,2013,0
0001173784,1,1,2011,2011,1
0001174266,2,2,2012,2013,1
0001174672,1,1,2013,2013,0
0001174922,1,1,2017,2017,0
0001174940,4,4,2011,2014,1
0001175151,1,1,2017,2017,0
0001175454,10,10,2011,2020,0
0001175609,2,2,2015,2016,1
0001176309,5,5,2016,2020,1
0001176334,5,5,2011,2016,0
0001177135,1,1,2011,2011,1
0001177394,7,7,2011,2020,0
0001177609,9,9,2012,2020,1
0001177648,5,5,2013,2020,2
0001177702,10,10,2011,2020,0
0001177845,5,5,2012,2016,2
0001178104,5,5,2012,2016,3
0001178253,5,5,2014,2018,3
0001178377,4,4,2011,2015,3
0001178552,1,1,2011,2011,0
0001178697,2,2,2019,2020,1
0001178711,1,1,2016,2016,0
0001178727,6,6,2011,2020,4
0001178879,2,2,2013,2016,0
0001180079,3,3,2013,2015,0
0001180145,9,9,2012,2020,1
0001180262,9,9,2011,2020,1
0001181749,7,7,2011,2020,2
0001182325,3,3,2011,2013,0
0001186362,1,1,2011,2011,0
0001187953,4,4,2017,2020,2
0001190370,5,5,2011,2020,1
0001192448,6,6,2015,2020,0
0001195734,4,4,2013,2016,0
0001196298,5,5,2011,2016,3
0001196501,7,7,2013,2019,0
0001200375,6,6,2011,2016,2
0001201663,2,2,2012,2013,1
0001201792,10,10,2011,2020,1
0001203900,1,1,2013,2013,1
0001205181,2,2,2014,2015,1
0001205727,2,2,2011,2012,0
0001205922,2,2,2019,2020,0
0001206264,8,8,2011,2020,1
0001206942,10,10,2011,2020,3
0001207074,5,5,2014,2018,1
0001208208,1,1,2011,2011,0
0001208261,1,1,2013,2013,1
0001208790,1,1,2011,2011,0
0001210294,1,1,2013,2013,1
0001210618,1,1,2013,2013,0
0001210708,10,10,2011,2020,1
0001211211,3,3,2014,2016,1
0001211351,3,3,2016,2018,1
0001211524,1,1,2012,2012,0
0001211759,2,2,2015,2016,1
0001211805,2,2,2019,2020,0
0001212458,5,5,2012,2016,0
0001213037,7,7,2013,2019,4
0001213660,7,7,2011,2020,1
0001217234,3,3,2014,2016,2
0001219601,6,6,2013,2020,0
0001220754,1,1,2011,2011,0
0001223112,1,1,2011,2011,0
0001223862,4,4,2012,2015,0
0001224133,10,10,2011,2020,2
0001224370,1,1,2012,2012,0
0001224950,1,1,2012,2012,0
0001224951,2,2,2011,2012,1
0001227025,10,10,2011,2020,3
0001227636,3,3,2018,2020,2
0001227654,9,9,2011,2019,3
0001227930,2,2,2012,2013,2
0001230276,4,4,2011,2016,3
0001230355,2,2,2011,2012,1
0001232241,1,1,2013,2013,0
0001232524,6,6,2011,2016,1
0001235007,6,6,2011,2016,0
0001236275,5,5,2012,2016,0
0001236997,7,7,2012,2018,2
0001237746,6,6,2013,2018,0
0001237831,8,8,2012,2020,0
0001239819,8,8,2011,2020,0
0001242513,2,2,2011,2012,2
0001244937,4,4,2011,2014,2
0001245104,1,1,2014,2014,0
0001245791,3,3,2014,2016,3
0001251769,5,5,2016,2020,1
0001253176,2,2,2019,2020,1
0001253689,2,2,2014,2015,2
0001254419,3,3,2011,2013,0
0001254699,3,3,2013,2020,0
0001256540,2,2,2012,2013,1
0001257640,10,10,2011,2020,2
0001259045,1,1,2013,2013,1
0001259515,2,2,2016,2017,0
0001259550,3,3,2011,2013,1
0001260221,10,10,2011,2020,0
0001261249,1,1,2020,2020,1
0001261654,9,9,2011,2020,0
0001261694,3,3,2012,2014,1
