company_id,observations,observed_years,first_year,last_year,positive_observations
0000793952,8,8,2011,2020,0
0000794172,10,10,2011,2020,1
0000794323,5,5,2011,2015,0
0000794367,10,10,2011,2020,1
0000794619,9,9,2012,2020,1
0000795212,2,2,2019,2020,0
0000795403,8,8,2013,2020,0
0000796124,2,2,2012,2013,0
0000796343,10,10,2011,2020,1
0000796505,10,10,2011,2020,0
0000796764,2,2,2012,2013,2
0000797465,6,6,2011,2016,3
0000797468,3,3,2018,2020,1
0000797542,2,2,2019,2020,1
0000797721,6,6,2011,2016,0
0000798081,3,3,2013,2018,0
0000798287,5,5,2011,2016,0
0000798354,7,7,2011,2017,0
0000798528,6,6,2011,2016,5
0000798949,7,7,2011,2017,1
0000799088,4,4,2011,2014,0
0000799165,6,6,2015,2020,2
0000799167,10,10,2011,2020,0
0000799233,10,10,2011,2020,1
0000799288,6,6,2015,2020,0
0000799729,5,5,2011,2015,0
0000800240,7,7,2011,2020,0
0000800286,1,1,2012,2012,1
0000800458,2,2,2012,2013,0
0000800459,5,5,2011,2015,0
0000801898,4,4,2012,2015,2
0000802257,2,2,2012,2013,1
0000802481,10,10,2011,2020,2
0000802724,3,3,2011,2013,1
0000802967,3,3,2012,2014,1
0000803578,1,1,2011,2011,0
0000804212,4,4,2011,2014,0
0000804328,10,10,2011,2020,3
0000804753,10,10,2011,2020,0
0000805022,1,1,2011,2011,0
0000805264,4,4,2011,2014,0
0000805305,4,4,2011,2014,2
0000805326,1,1,2015,2015,0
0000805928,10,10,2011,2020,1
0000806172,7,7,2014,2020,0
0000806517,10,10,2011,2020,3
0000807707,5,5,2012,2020,1
0000807863,5,5,2011,2016,1
0000807882,6,6,2011,2016,0
0000808047,4,4,2011,2014,0
0000808326,8,8,2011,2020,1
0000808461,5,5,2013,2018,0
0000809933,5,5,2013,2018,0
0000810136,10,10,2011,2020,0
0000810509,7,7,2013,2020,3
0000811212,5,5,2012,2020,1
0000811222,2,2,2014,2015,0
0000811240,8,8,2012,2020,3
0000811532,1,1,2016,2016,0
0000811596,5,5,2011,2020,1
0000811779,2,2,2012,2013,2
0000812011,5,5,2016,2020,1
0000812074,10,10,2011,2020,0
0000812128,7,7,2011,2020,0
0000812233,7,7,2011,2017,0
0000812301,1,1,2011,2011,0
0000812306,7,7,2012,2020,1
0000812701,2,2,2011,2016,0
0000812796,7,7,2011,2019,3
0000812900,1,1,2011,2011,0
0000812906,2,2,2012,2013,0
0000813298,9,9,2012,2020,2
0000813621,2,2,2011,2012,0
0000813672,6,6,2011,2016,0
0000813716,2,2,2012,2020,0
0000813781,1,1,2012,2012,0
0000813828,9,9,2011,2020,0
0000813920,2,2,2011,2012,0
0000814453,10,10,2011,2020,0
0000814547,6,6,2011,2016,0
0000814549,10,10,2011,2020,1
0000814586,6,6,2015,2020,0
0000814676,3,3,2014,2016,2
0000814926,7,7,2011,2020,4
0000815065,1,1,2013,2013,0
0000815093,5,5,2011,2015,1
0000815094,9,9,2012,2020,0
0000815097,2,2,2015,2016,0
0000815556,10,10,2011,2020,0
0000816159,4,4,2012,2015,0
0000816284,6,6,2011,2016,1
0000816761,6,6,2011,2016,2
0000816956,10,10,2011,2020,0
0000817135,5,5,2011,2015,0
0000817720,10,10,2011,2020,0
0000817979,3,3,2012,2014,0
0000818479,10,10,2011,2020,1
0000818686,3,3,2018,2020,0
0000819050,7,7,2011,2017,3
0000819220,6,6,2012,2017,0
0000819689,7,7,2012,2018,1
0000819793,10,10,2011,2020,0
0000819926,8,8,2013,2020,3
0000820096,2,2,2011,2012,0
0000820313,10,10,2011,2020,0
0000820318,10,10,2011,2020,2
0000820736,2,2,2011,2012,0
0000820901,4,4,2012,2015,2
0000821002,9,9,2012,2020,2
0000821026,2,2,2019,2020,0
0000821130,6,6,2011,2016,0
0000821483,4,4,2013,2020,0
0000821995,6,6,2011,2016,1
0000822370,1,1,2020,2020,1
0000822418,1,1,2011,2011,0
0000822663,10,10,2011,2020,0
0000822708,1,1,2011,2011,1
0000822997,2,2,2011,2017,0
0000823094,6,6,2011,2016,0
0000823277,8,8,2012,2020,0
0000824142,9,9,2011,2020,1
0000824416,5,5,2013,2019,3
0000825322,4,4,2013,2020,1
0000825324,4,4,2011,2016,0
0000825410,4,4,2011,2015,1
0000825411,5,5,2011,2015,1
0000825542,2,2,2019,2020,0
0000826083,1,1,2011,2011,0
0000826253,2,2,2012,2014,2
0000826326,4,4,2013,2017,2
0000826773,2,2,2011,2012,0
0000827054,10,10,2011,2020,1
0000827099,2,2,2011,2012,2
0000827187,9,9,2012,2020,2
0000827809,2,2,2016,2017,1
0000827871,1,1,2016,2016,0
0000827876,1,1,2020,2020,0
0000828146,2,2,2016,2020,0
0000828940,1,1,2011,2011,0
0000829224,2,2,2011,2012,1
0000829323,10,10,2011,2020,2
0000829325,5,5,2011,2016,2
0000830052,3,3,2011,2013,0
0000830483,1,1,2014,2014,0
0000830616,10,10,2011,2020,1
0000830656,7,7,2011,2019,5
0000830741,1,1,2011,2011,0
0000830916,3,3,2011,2013,1
0000831259,5,5,2012,2020,2
0000831489,9,9,2011,2020,3
0000831547,6,6,2011,2016,1
0000831641,10,10,2011,2020,0
0000831968,4,4,2011,2014,0
0000832101,10,10,2011,2020,0
0000832428,5,5,2011,2016,1
0000832488,4,4,2013,2017,0
0000832988,6,6,2011,2020,1
0000833444,6,6,2011,2017,0
0000833640,10,10,2011,2020,0
0000834365,2,2,2012,2013,0
0000835011,1,1,2017,2017,0
0000835729,1,1,2011,2011,0
0000835887,6,6,2011,2016,3
0000836157,9,9,2012,2020,2
0000836429,3,3,2012,2014,0
0000836690,2,2,2016,2017,1
0000836809,5,5,2014,2018,3
0000837465,9,9,2011,2019,1
0000837852,7,7,2011,2019,2
0000838796,3,3,2012,2015,2
0000838875,8,8,2011,2020,0
0000839087,5,5,2012,2016,1
0000840715,10,10,2011,2020,2
0000840883,2,2,2011,2012,2
0000842013,3,3,2012,2014,1
0000842023,9,9,2011,2020,0
0000842162,5,5,2016,2020,1
0000842295,3,3,2014,2016,0
0000842633,10,10,2011,2020,0
0000842694,1,1,2011,2011,0
0000843006,10,10,2011,2020,1
0000843212,1,1,2013,2013,1
0000844059,3,3,2011,2013,0
0000844143,1,1,2017,2017,1
0000844161,2,2,2017,2018,0
0000844856,6,6,2011,2016,3
0000844965,2,2,2013,2014,1
0000844985,1,1,2013,2013,0
0000845819,2,2,2019,2020,0
0000846475,3,3,2014,2016,1
0000846913,8,8,2013,2020,2
0000847464,4,4,2013,2016,0
0000849145,4,4,2013,2016,3
0000849146,9,9,2012,2020,1
0000849399,10,10,2011,2020,1
0000849401,9,9,2012,2020,4
0000849636,1,1,2011,2011,1
0000849706,5,5,2011,2015,0
0000849869,8,8,2011,2020,0
0000850209,10,10,2011,2020,1
0000850261,4,4,2013,2016,1
0000850429,6,6,2011,2016,0
0000850460,10,10,2011,2020,0
0000850579,2,2,2011,2012,1
0000850693,3,3,2011,2013,0
0000850971,1,1,2020,2020,1
0000851205,9,9,2011,2020,1
0000851310,6,6,2011,2016,2
0000851726,4,4,2012,2015,4
0000851968,10,10,2011,2020,0
0000852437,3,3,2012,2014,1
0000852570,1,1,2011,2011,1
0000852772,6,6,2011,2016,0
0000853816,10,10,2011,2020,0
0000854398,2,2,2011,2012,0
0000854701,3,3,2011,2013,0
0000854775,6,6,2011,2016,0
0000854800,10,10,2011,2020,3
0000854852,3,3,2011,2013,0
0000854860,1,1,2011,2011,0
0000855612,9,9,2011,2019,1
0000855658,8,8,2012,2020,1
0000856982,7,7,2014,2020,0
0000856984,1,1,2020,2020,0
0000857005,7,7,2011,2017,0
0000857737,1,1,2013,2013,0
0000858339,2,2,2012,2013,0
0000858655,10,10,2011,2020,0
0000858803,2,2,2012,2013,1
0000858877,6,6,2011,2016,0
0000859014,2,2,2011,2012,0
0000859163,4,4,2014,2017,0
0000859598,9,9,2011,2019,1
0000859737,7,7,2011,2017,1
0000860131,2,2,2016,2017,1
0000860543,2,2,2019,2020,0
0000860730,2,2,2019,2020,0
0000860731,6,6,2011,2016,1
0000861361,3,3,2011,2013,1
0000861459,6,6,2011,2016,0
0000861884,10,10,2011,2020,0
0000862651,4,4,2012,2015,2
0000862668,4,4,2012,2017,0
0000862692,6,6,2011,2016,2
0000862861,7,7,2012,2020,2
0000863157,2,2,2011,2012,0
0000863436,10,10,2011,2020,0
0000863456,1,1,2012,2012,0
0000863894,9,9,2012,2020,3
0000863895,4,4,2011,2014,2
0000864240,10,10,2011,2020,2
0000864509,5,5,2012,2016,0
0000864559,4,4,2011,2014,0
0000864683,3,3,2012,2014,0
0000864749,6,6,2011,2016,0
0000864839,6,6,2011,2016,5
0000865415,3,3,2012,2014,1
0000865436,1,1,2011,2011,0
0000865752,5,5,2016,2020,0
0000865754,1,1,2011,2011,0
0000865941,4,4,2012,2015,0
0000866121,4,4,2011,2016,0
0000866273,8,8,2012,2020,0
0000866374,7,7,2011,2020,0
0000866458,1,1,2011,2011,1
0000866609,6,6,2011,2016,3
0000866706,10,10,2011,2020,0
0000866729,10,10,2011,2020,0
0000866787,10,10,2011,2020,0
0000866829,10,10,2011,2020,1
0000866970,4,4,2012,2015,2
0000867038,3,3,2014,2016,1
0000867374,7,7,2011,2017,1
0000867665,6,6,2011,2016,2
0000867773,5,5,2011,2015,1
0000867840,8,8,2013,2020,0
0000868267,1,1,2011,2011,0
0000868278,7,7,2011,2019,1
0000868611,7,7,2011,2017,1
0000868725,3,3,2013,2015,0
0000868780,9,9,2011,2020,1
0000868857,4,4,2011,2020,0
0000869487,1,1,2012,2012,1
0000869531,2,2,2017,2018,1
0000869986,1,1,2012,2012,0
0000870732,2,2,2011,2012,1
0000870753,5,5,2011,2015,1
0000870826,9,9,2012,2020,1
0000872448,2,2,2013,2014,0
0000872589,6,6,2011,2016,0
0000872912,2,2,2014,2016,1
0000873044,6,6,2011,2016,3
0000873303,6,6,2015,2020,2
0000874015,6,6,2011,2016,0
0000874214,3,3,2011,2013,0
0000874238,10,10,2011,2020,2
0000874292,8,8,2011,2020,2
0000874396,10,10,2011,2020,0
0000874499,6,6,2011,2016,1
0000874710,8,8,2012,2020,0
0000874716,6,6,2011,2016,0
0000874841,2,2,2012,2013,0
0000875045,6,6,2011,2016,0
0000875296,5,5,2011,2015,0
0000875320,4,4,2012,2015,2
0000875355,8,8,2011,2018,2
0000875582,9,9,2012,2020,0
0000875622,3,3,2014,2016,1
0000875657,10,10,2011,2020,2
0000875729,3,3,2013,2015,3
0000876167,6,6,2011,2016,1
0000876343,8,8,2013,2020,2
0000876378,3,3,2013,2017,1
0000876427,9,9,2012,2020,1
0000877212,6,6,2011,2016,1
0000877422,7,7,2014,2020,0
0000877890,6,6,2011,2016,0
0000878522,1,1,2011,2011,0
0000878526,10,10,2011,2020,1
0000878726,3,3,2012,2020,2
0000878802,4,4,2011,2014,0
0000878828,9,9,2011,2019,3
0000878927,9,9,2011,2020,0
0000879407,6,6,2013,2020,4
0000879519,4,4,2011,2014,4
0000879526,10,10,2011,2020,1
0000879585,1,1,2013,2013,0
0000879682,7,7,2012,2020,2
0000879703,3,3,2011,2013,0
0000879796,3,3,2012,2014,1
0000880115,3,3,2011,2013,0
0000880117,3,3,2013,2019,0
0000880177,1,1,2012,2012,0
0000880242,5,5,2011,2016,3
0000880266,10,10,2011,2020,0
0000880285,3,3,2013,2015,0
0000880432,6,6,2012,2018,2
0000880446,3,3,2011,2013,1
0000880460,4,4,2012,2015,1
0000880562,3,3,2012,2014,0
0000880771,2,2,2014,2015,0
0000880804,3,3,2011,2013,0
0000880807,9,9,2011,2020,4
0000880984,10,10,2011,2020,5
0000881524,5,5,2012,2016,2
0000881890,5,5,2012,2016,0
0000882095,6,6,2011,2016,2
0000882104,6,6,2011,2016,2
0000882154,1,1,2013,2013,0
0000882291,1,1,2012,2012,0
0000882508,9,9,2012,2020,2
0000882796,6,6,2011,2016,1
0000882829,2,2,2011,2012,0
0000882835,10,10,2011,2020,0
0000882873,2,2,2012,2013,1
0000883107,6,6,2011,2016,0
0000883241,6,6,2011,2016,0
0000883293,1,1,2011,2011,0
0000883569,10,10,2011,2020,2
0000883902,8,8,2011,2020,0
0000883943,7,7,2012,2018,3
0000883945,9,9,2011,2020,1
0000883975,2,2,2011,2012,1
0000883980,4,4,2011,2016,0
0000883984,2,2,2019,2020,0
0000884130,1,1,2011,2011,1
0000884144,6,6,2011,2016,0
0000884217,1,1,2013,2013,1
0000884219,6,6,2011,2016,0
0000884269,9,9,2011,2019,0
0000884624,6,6,2015,2020,0
0000884650,7,7,2011,2017,3
0000884713,6,6,2012,2020,1
0000884731,4,4,2011,2014,2
0000884887,6,6,2011,2016,0
0000884905,6,6,2011,2016,0
0000884940,5,5,2012,2016,0
0000885074,3,3,2013,2016,2
0000885306,5,5,2011,2015,1
0000885307,8,8,2013,2020,0
0000885462,8,8,2011,2020,2
0000885475,1,1,2013,2013,0
0000885590,5,5,2011,2016,0
0000885639,6,6,2011,2016,0
0000885725,10,10,2011,2020,0
0000885975,6,6,2011,2016,0
0000885978,5,5,2011,2016,0
0000886035,1,1,2011,2011,0
0000886128,5,5,2012,2016,1
0000886137,2,2,2015,2016,0
0000886158,2,2,2019,2020,1
0000886163,6,6,2011,2016,1
0000886171,6,6,2011,2016,0
0000886206,8,8,2012,2020,1
0000886328,3,3,2012,2014,1
0000886346,9,9,2012,2020,0
0000886475,1,1,2012,2012,0
0000886744,5,5,2011,2016,1
0000886835,4,4,2011,2016,1
0000887150,3,3,2011,2013,2
0000887226,7,7,2012,2019,1
0000887247,4,4,2016,2019,1
0000887359,7,7,2013,2020,2
0000887396,3,3,2018,2020,1
0000887497,1,1,2012,2012,0
0000887596,2,2,2019,2020,1
0000887730,2,2,2017,2018,0
0000887733,6,6,2014,2020,0
0000887921,6,6,2011,2019,2
0000887936,4,4,2017,2020,0
0000887969,5,5,2011,2015,0
0000888504,5,5,2012,2016,1
0000888702,1,1,2011,2011,1
0000888981,7,7,2014,2020,1
0000889156,2,2,2011,2012,0
0000889331,8,8,2012,2020,0
0000889348,8,8,2012,2020,2
0000889570,3,3,2011,2013,0
0000889900,6,6,2011,2016,1
0000889930,2,2,2012,2013,1
0000889971,1,1,2015,2015,0
0000890264,4,4,2012,2015,1
0000890447,7,7,2014,2020,2
0000890465,3,3,2011,2013,0
0000890491,8,8,2011,2018,0
0000890543,4,4,2013,2016,0
0000890547,3,3,2015,2019,2
0000890564,9,9,2012,2020,0
0000890821,2,2,2017,2018,1
0000890846,1,1,2012,2012,0
0000890923,2,2,2011,2012,0
0000891014,7,7,2011,2020,1
0000891024,10,10,2011,2020,2
0000891103,9,9,2011,2020,0
0000891293,4,4,2013,2016,3
0000891417,4,4,2011,2016,2
0000891482,2,2,2011,2012,0
0000892160,4,4,2011,2014,2
0000892482,5,5,2011,2015,2
0000892537,10,10,2011,2020,0
0000892553,9,9,2012,2020,0
0000892822,1,1,2011,2011,1
0000892907,1,1,2012,2012,0
0000893691,8,8,2013,2020,0
0000893949,1,1,2020,2020,0
0000894081,10,10,2011,2020,0
0000894237,2,2,2012,2016,0
0000894405,1,1,2013,2013,0
0000894871,4,4,2017,2020,0
0000895051,3,3,2011,2020,0
0000895126,6,6,2011,2016,2
0000895329,2,2,2011,2012,0
0000895419,10,10,2011,2020,0
0000895447,9,9,2012,2020,1
0000895456,10,10,2011,2020,1
0000895516,1,1,2012,2012,0
0000895655,4,4,2011,2014,0
0000895665,4,4,2013,2016,2
0000895930,2,2,2011,2012,0
0000896156,9,9,2012,2020,1
0000896264,9,9,2012,2020,0
0000896400,3,3,2011,2013,0
0000896429,4,4,2012,2015,0
0000896493,3,3,2011,2013,1
0000896622,10,10,2011,2020,0
0000896747,9,9,2011,2019,3
0000896778,1,1,2011,2011,0
0000896841,5,5,2013,2017,0
0000896842,1,1,2011,2011,1
0000896878,5,5,2011,2015,1
0000896985,4,4,2012,2017,1
0000897067,1,1,2011,2011,1
0000897077,1,1,2013,2013,0
0000897078,3,3,2014,2016,0
0000897448,3,3,2014,2016,1
0000897723,10,10,2011,2020,0
0000898173,10,10,2011,2020,0
0000898293,10,10,2011,2020,0
0000898437,7,7,2011,2020,1
0000899460,1,1,2016,2016,1
0000899597,1,1,2012,2012,0
0000899723,3,3,2011,2013,1
0000899751,10,10,2011,2020,0
0000899866,3,3,2014,2016,1
0000899923,6,6,2011,2016,1
0000901491,1,1,2013,2013,0
0000902791,5,5,2011,2016,1
0000903651,10,10,2011,2020,2
0000904080,1,1,2012,2012,0
0000904979,7,7,2011,2017,0
0000906192,1,1,2014,2014,0
0000906193,5,5,2012,2016,1
0000906709,6,6,2011,2016,2
0000907242,1,1,2018,2018,0
0000907562,3,3,2011,2013,1
0000907649,3,3,2011,2013,0
0000907686,1,1,2011,2011,1
0000908255,6,6,2013,2020,0
0000908598,6,6,2011,2017,4
0000908937,6,6,2011,2016,1
0000909494,10,10,2011,2020,0
0000909724,7,7,2011,2020,1
0000909791,5,5,2011,2015,1
0000909954,2,2,2013,2014,0
0000910267,7,7,2011,2017,2
0000910329,10,10,2011,2020,1
0000910406,9,9,2011,2020,0
0000910521,2,2,2011,2012,0
0000910638,6,6,2011,2016,1
0000911002,1,1,2011,2011,1
0000911160,2,2,2011,2012,1
0000911326,3,3,2011,2013,2
0000911649,1,1,2011,2011,0
0000911650,2,2,2012,2013,0
0000912061,9,9,2011,2020,2
0000912093,2,2,2015,2016,0
0000912513,3,3,2011,2013,0
0000912544,1,1,2011,2011,0
0000912562,10,10,2011,2020,0
0000912603,10,10,2011,2020,1
0000912615,10,10,2011,2020,1
0000912728,10,10,2011,2020,2
0000912752,10,10,2011,2020,0
0000912766,4,4,2017,2020,0
0000912767,7,7,2011,2020,0
0000912833,4,4,2012,2015,0
0000913077,4,4,2011,2014,1
0000913142,10,10,2011,2020,0
0000913165,5,5,2011,2015,1
0000913241,7,7,2011,2017,0
0000913277,7,7,2011,2017,0
0000913885,2,2,2011,2012,0
0000914024,1,1,2011,2011,0
0000914025,6,6,2011,2016,0
0000914122,9,9,2012,2020,1
0000914156,10,10,2011,2020,1
0000914329,4,4,2011,2014,0
0000914397,3,3,2011,2013,2
0000914398,2,2,2012,2013,0
0000914475,4,4,2011,2016,2
0000914712,5,5,2012,2016,1
0000915324,1,1,2011,2011,1
0000915358,9,9,2012,2020,0
0000915389,9,9,2012,2020,0
0000915778,9,9,2011,2019,0
0000915779,9,9,2012,2020,0
0000915862,3,3,2011,2013,0
0000915913,9,9,2012,2020,1
0000916365,10,10,2011,2020,1
0000916459,1,1,2011,2011,0
0000916529,6,6,2012,2017,0
0000916540,4,4,2011,2020,0
0000917273,4,4,2013,2016,0
0000917470,10,10,2011,2020,1
0000917491,5,5,2012,2016,0
0000917520,10,10,2011,2020,0
0000917523,6,6,2011,2016,1
0000918160,1,1,2011,2011,0
0000918251,2,2,2012,2020,0
0000918386,4,4,2011,2014,2
0000918541,5,5,2011,2020,1
0000918543,6,6,2011,2016,0
0000918580,7,7,2011,2017,1
0000918581,4,4,2011,2014,0
0000918646,10,10,2011,2020,0
0000918964,4,4,2011,2014,0
0000918965,9,9,2011,2020,0
0000919012,10,10,2011,2020,2
0000919130,4,4,2011,2014,2
0000919175,7,7,2013,2020,2
0000920033,1,1,2012,2012,0
0000920148,7,7,2011,2020,0
0000920371,7,7,2014,2020,0
0000920448,6,6,2011,2016,4
0000920465,3,3,2015,2019,1
0000920707,1,1,2011,2011,1
0000921299,2,2,2015,2016,0
0000921313,1,1,2011,2011,1
0000921503,2,2,2012,2013,1
0000922011,1,1,2012,2012,1
0000922237,1,1,2011,2011,1
0000922247,2,2,2011,2012,0
0000922475,3,3,2011,2014,1
0000922521,6,6,2012,2017,3
0000922612,9,9,2012,2020,3
0000922717,1,1,2011,2011,0
0000922863,3,3,2011,2013,0
0000923601,9,9,2012,2020,2
0000923649,2,2,2011,2012,0
0000923796,1,1,2011,2011,0
0000924168,10,10,2011,2020,4
0000924383,6,6,2011,2016,2
0000924717,5,5,2012,2016,1
0000924719,6,6,2012,2020,0
0000924822,10,10,2011,2020,1
0000925043,1,1,2011,2011,0
0000925528,10,10,2011,2020,2
0000925645,8,8,2011,2018,1
0000925741,1,1,2016,2016,1
0000926282,6,6,2011,2016,1
0000926326,6,6,2011,2016,0
0000926423,9,9,2012,2020,4
0000926617,6,6,2011,2016,3
0000927003,6,6,2011,2020,0
0000927066,4,4,2017,2020,0
0000927355,3,3,2013,2020,0
0000927653,10,10,2011,2020,0
0000927720,8,8,2011,2018,2
0000928054,9,9,2011,2020,3
0000928421,4,4,2011,2014,1
0000928658,6,6,2011,2016,0
0000929008,8,8,2011,2020,1
0000929351,5,5,2015,2020,0
0000929452,5,5,2011,2015,0
0000929887,4,4,2012,2015,3
0000929940,6,6,2012,2017,0
0000930420,4,4,2017,2020,0
0000930775,4,4,2015,2018,1
0000930803,1,1,2012,2012,1
0000931015,7,7,2011,2020,0
0000931059,5,5,2013,2020,2
0000931148,5,5,2011,2020,1
0000931336,7,7,2011,2018,1
0000931584,10,10,2011,2020,2
0000931799,6,6,2012,2017,5
0000932021,1,1,2020,2020,1
0000932111,3,3,2011,2013,0
0000932372,3,3,2011,2013,0
0000932628,6,6,2012,2017,0
0000932699,2,2,2014,2015,2
0000933034,8,8,2012,2020,0
0000933738,9,9,2011,2020,3
0000933972,3,3,2014,2018,1
0000933974,7,7,2011,2017,0
0000934445,2,2,2011,2012,2
0000934448,1,1,2011,2011,1
0000934473,2,2,2014,2015,2
0000934612,8,8,2013,2020,0
0000934648,5,5,2011,2016,0
0000935036,2,2,2011,2016,0
0000935419,6,6,2011,2016,0
0000935494,6,6,2011,2016,0
0000935703,6,6,2013,2019,1
0000936395,6,6,2011,2016,0
0000936402,6,6,2011,2016,2
0000936446,6,6,2011,2018,1
0000936468,6,6,2011,2016,0
0000937098,3,3,2014,2016,0
0000937556,1,1,2019,2019,0
0000937941,4,4,2014,2017,1
0000939767,5,5,2011,2015,2
0000940332,4,4,2011,2014,3
0000940942,10,10,2011,2020,0
0000940944,10,10,2011,2020,1
0000941020,1,1,2011,2011,1
0000941548,4,4,2011,2014,0
0000941604,3,3,2011,2013,0
0000942126,6,6,2011,2016,0
0000942650,3,3,2011,2013,2
0000943034,5,5,2011,2016,2
0000943110,1,1,2011,2011,0
0000943184,10,10,2011,2020,1
0000943452,6,6,2011,2016,1
0000943535,1,1,2020,2020,0
0000943819,8,8,2011,2018,1
0000943823,1,1,2012,2012,0
0000943861,4,4,2011,2014,3
0000944075,10,10,2011,2020,2
0000944148,9,9,2011,2020,0
0000944480,6,6,2015,2020,2
0000944739,1,1,2011,2011,1
0000944765,3,3,2011,2013,0
0000944809,5,5,2011,2016,2
0000945114,10,10,2011,2020,0
0000945384,8,8,2011,2018,4
0000945436,3,3,2011,2013,1
0000945617,5,5,2014,2020,2
0000945699,4,4,2012,2015,0
0000945828,7,7,2013,2020,0
0000945841,10,10,2011,2020,0
0000945983,5,5,2016,2020,0
0000945989,7,7,2011,2017,1
0000946454,4,4,2013,2016,0
0000946486,3,3,2013,2016,3
0000946563,10,10,2011,2020,2
0000946581,6,6,2014,2020,0
0000946644,7,7,2011,2017,4
0000946822,5,5,2013,2017,2
0000946823,2,2,2011,2012,1
0000948072,6,6,2011,2016,0
0000948320,5,5,2013,2017,2
0000948426,5,5,2012,2016,2
0000948708,10,10,2011,2020,4
0000949039,6,6,2011,2016,0
0000949157,1,1,2020,2020,1
0000949158,7,7,2011,2017,1
0000949373,2,2,2011,2012,0
0000949428,6,6,2011,2016,2
0000949852,3,3,2016,2018,0
0000949982,2,2,2013,2014,0
0001000180,2,2,2011,2012,1
0001000228,10,10,2011,2020,0
0001000229,6,6,2011,2016,2
0001000230,10,10,2011,2020,3
0001000623,7,7,2011,2020,0
0001000683,10,10,2011,2020,3
0001000694,6,6,2011,2016,3
0001001039,5,5,2013,2017,0
0001001082,6,6,2011,2016,0
0001001115,5,5,2011,2020,0
0001001233,9,9,2011,2020,3
0001001250,10,10,2011,2020,1
0001001279,2,2,2012,2013,0
0001001288,3,3,2011,2014,1
0001001385,10,10,2011,2020,1
0001001426,3,3,2012,2014,0
0001001463,4,4,2013,2018,1
0001001604,2,2,2011,2012,0
0001001606,4,4,2011,2014,0
0001001614,6,6,2014,2019,4
0001001838,4,4,2017,2020,0
0001001902,7,7,2011,2020,0
0001001907,9,9,2012,2020,3
0001002037,6,6,2012,2017,2
0001002047,7,7,2011,2017,1
0001002135,6,6,2014,2019,3
0001002388,1,1,2012,2012,0
0001002517,10,10,2011,2020,0
0001002638,7,7,2011,2017,0
0001003078,10,10,2011,2020,1
0001003130,2,2,2011,2012,0
0001003214,3,3,2011,2013,0
0001003642,2,2,2011,2013,0
0001004411,2,2,2015,2016,1
0001004673,5,5,2011,2015,1
0001004724,6,6,2012,2017,2
0001004989,10,10,2011,2020,1
0001005010,2,2,2011,2012,0
0001005101,2,2,2013,2015,0
0001005201,6,6,2011,2016,2
0001005210,6,6,2011,2016,2
0001005229,2,2,2019,2020,0
0001005284,7,7,2012,2018,1
0001005286,2,2,2012,2016,0
0001005414,4,4,2012,2015,1
0001005699,5,5,2012,2016,2
0001005731,8,8,2013,2020,0
0001005757,9,9,2011,2020,0
0001005758,2,2,2011,2012,1
0001006045,8,8,2012,2020,0
0001006281,2,2,2015,2016,1
0001006655,2,2,2012,2013,1
0001006837,3,3,2011,2020,0
0001007019,10,10,2011,2020,1
0001007330,7,7,2011,2018,1
0001007587,6,6,2011,2016,1
0001008586,5,5,2012,2016,1
0001008654,2,2,2019,2020,0
0001008848,6,6,2011,2016,0
0001009626,5,5,2011,2015,1
0001009672,8,8,2011,2018,3
0001009759,2,2,2015,2016,0
0001009829,10,10,2011,2020,2
0001009891,6,6,2012,2020,0
0001009925,3,3,2011,2013,0
0001010552,4,4,2011,2014,0
0001010566,2,2,2014,2015,0
0001010612,9,9,2011,2019,0
0001010858,3,3,2014,2016,1
0001011006,5,5,2011,2015,1
0001011395,3,3,2015,2017,1
0001011432,10,10,2011,2020,2
0001011452,8,8,2011,2018,0
0001011509,5,5,2016,2020,2
0001011570,7,7,2013,2019,2
0001011662,1,1,2015,2015,1
0001012019,6,6,2011,2016,0
0001012100,10,10,2011,2020,0
0001012140,1,1,2011,2011,1
0001012477,1,1,2016,2016,0
0001012620,7,7,2011,2017,1
0001013237,10,10,2011,2020,1
0001013238,5,5,2012,2016,3
0001013462,6,6,2011,2016,0
0001013488,10,10,2011,2020,2
0001013606,8,8,2011,2018,2
0001013706,3,3,2014,2016,0
0001013857,6,6,2011,2016,0
0001013880,6,6,2012,2020,0
0001013934,9,9,2012,2020,0
0001014052,2,2,2019,2020,1
0001014111,6,6,2011,2016,4
0001014473,10,10,2011,2020,1
0001014507,2,2,2013,2014,0
0001014739,3,3,2017,2020,0
0001014763,2,2,2018,2019,2
0001015155,8,8,2011,2020,1
0001015739,6,6,2011,2016,0
0001016125,7,7,2011,2017,0
0001016169,6,6,2011,2016,3
0001016281,1,1,2013,2013,0
0001016504,7,7,2012,2019,0
0001016546,1,1,2011,2011,1
0001017303,6,6,2015,2020,2
0001017480,10,10,2011,2020,0
0001017491,5,5,2011,2015,2
0001017616,1,1,2014,2014,1
0001017655,10,10,2011,2020,3
0001017673,6,6,2011,2016,0
0001017968,6,6,2011,2016,2
0001018003,4,4,2011,2014,0
0001018281,1,1,2016,2016,1
0001018724,6,6,2011,2016,0
0001018840,8,8,2011,2020,0
0001018946,3,3,2011,2013,1
0001018963,6,6,2012,2020,2
0001019034,2,2,2014,2016,0
0001019272,4,4,2012,2015,0
0001019361,4,4,2011,2014,0
0001019671,5,5,2012,2016,3
0001019737,7,7,2011,2017,0
0001019787,8,8,2011,2018,2
