comparison_id,replicate,status,model_a_ap,model_b_ap,delta_ap_a_minus_b,model_a_roc_auc,model_b_roc_auc,delta_roc_auc_a_minus_b
xgboost_minus_random_forest,40,VALID,0.41902990402429796,0.413032837172357,0.0059970668519409576,0.7614211602787949,0.7602498513976506,0.0011713088811443617
qnn_minus_pca_matched_mlp,40,VALID,0.39786305001504313,0.3989929101606065,-0.0011298601455633772,0.7441821571425491,0.7449142106983023,-0.0007320535557532315
qnn_minus_pca_matched_fixed_l2_logistic,40,VALID,0.39786305001504313,0.39270101116124095,0.0051620388538021755,0.7441821571425491,0.7419485994735893,0.002233557668959829
xgboost_minus_hist_gradient_boosting,41,VALID,0.4011541669936011,0.40278461296532964,-0.0016304459717285114,0.7517134029888927,0.7537351972751345,-0.0020217942862418292
xgboost_minus_random_forest,41,VALID,0.4011541669936011,0.39714914219891645,0.004005024794684675,0.7517134029888927,0.7514620170076767,0.0002513859812159902
qnn_minus_pca_matched_mlp,41,VALID,0.3695783932912195,0.37560403023788297,-0.006025636946663471,0.7322370459007035,0.7347758204230357,-0.002538774522332199
qnn_minus_pca_matched_fixed_l2_logistic,41,VALID,0.3695783932912195,0.3643943409994402,0.0051840522917793175,0.7322370459007035,0.7329302374337435,-0.0006931915330400384
xgboost_minus_hist_gradient_boosting,42,VALID,0.4036732099713767,0.3988109381977608,0.004862271773615867,0.752388408306939,0.7514972699538817,0.0008911383530573191
xgboost_minus_random_forest,42,VALID,0.4036732099713767,0.39169573324261264,0.011977476728764036,0.752388408306939,0.751375837916325,0.001012570390613976
qnn_minus_pca_matched_mlp,42,VALID,0.35156495735156723,0.374737855477289,-0.023172898125721764,0.723889202493624,0.7315833268287454,-0.0076941243351213995
qnn_minus_pca_matched_fixed_l2_logistic,42,VALID,0.35156495735156723,0.37157231670940327,-0.02000735935783604,0.723889202493624,0.7295498985754483,-0.00566069608182429
xgboost_minus_hist_gradient_boosting,43,VALID,0.4101173034097999,0.40569626202659614,0.004421041383203761,0.7556061047312455,0.755412524278833,0.00019358045241246735
xgboost_minus_random_forest,43,VALID,0.4101173034097999,0.4011377739253122,0.008979529484487714,0.7556061047312455,0.7556065610198781,-4.562886326553439e-07
qnn_minus_pca_matched_mlp,43,VALID,0.38441572815772723,0.3874978902109175,-0.003082162053190285,0.735118688088049,0.737576372735796,-0.0024576846477469827
