kind,name,stage,status,reason,observations
primitive,liabilities,pair,missing,primitive_not_reported_for_both_periods,3781
primitive,liabilities,pair,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,liabilities,pair,ambiguous,no_common_semantic_strategy,924
primitive,liabilities,pair,ambiguous,transition_or_nonannual_comparative_gap,767
primitive,liabilities,pair,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,liabilities,pair,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,liabilities,pair,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,liabilities,pair,missing,comparative_period_end_unresolved,120
primitive,liabilities,pair,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,liabilities,pair,ambiguous,manual_primary_statement_sign_review:liabilities_tag_attached_to_equity_deficit_line,10
primitive,liabilities,pair,ambiguous,higher_priority_context_ambiguous,4
primitive,liabilities,pair,selected,controlled_cross_tag_equivalence,2
primitive,liabilities,pair,ambiguous,manual_primary_statement_sign_review:non_balance_sheet_liabilities_assumed_context_selected,1
primitive,liabilities,pair,ambiguous,manual_primary_statement_sign_review:xbrl_sign_disagrees_with_primary_statement,1
primitive,net_income,current,selected,exact_validated_context,50168
primitive,net_income,current,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,net_income,current,missing,single_period_primitive_missing,1343
primitive,net_income,current,ambiguous,single_period_context_ambiguous,1044
primitive,net_income,current,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,net_income,current,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,net_income,current,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,net_income,current,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,net_income,pair,selected,same_validated_strategy_both_periods,45069
primitive,net_income,pair,missing,primitive_not_reported_for_both_periods,4847
primitive,net_income,pair,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,net_income,pair,ambiguous,no_common_semantic_strategy,1631
primitive,net_income,pair,ambiguous,transition_or_nonannual_comparative_gap,767
primitive,net_income,pair,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,net_income,pair,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,net_income,pair,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,net_income,pair,ambiguous,higher_priority_context_ambiguous,121
primitive,net_income,pair,missing,comparative_period_end_unresolved,120
primitive,net_income,pair,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,operating_cash_flow,current,selected,exact_validated_context,50927
primitive,operating_cash_flow,current,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,operating_cash_flow,current,ambiguous,single_period_context_ambiguous,1058
primitive,operating_cash_flow,current,missing,single_period_primitive_missing,570
primitive,operating_cash_flow,current,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,operating_cash_flow,current,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,operating_cash_flow,current,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,operating_cash_flow,current,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,operating_cash_flow,pair,selected,same_validated_strategy_both_periods,45696
primitive,operating_cash_flow,pair,missing,primitive_not_reported_for_both_periods,4414
primitive,operating_cash_flow,pair,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,operating_cash_flow,pair,ambiguous,no_common_semantic_strategy,1558
primitive,operating_cash_flow,pair,ambiguous,transition_or_nonannual_comparative_gap,767
primitive,operating_cash_flow,pair,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,operating_cash_flow,pair,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,operating_cash_flow,pair,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,operating_cash_flow,pair,missing,comparative_period_end_unresolved,120
primitive,operating_cash_flow,pair,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,revenues,current,selected,primary_statement_consolidated_revenue_confirmed,30049
primitive,revenues,current,missing,primitive_not_reported_for_required_periods,7815
primitive,revenues,current,ambiguous,multiple_primary_statement_revenue_rows,6219
primitive,revenues,current,ambiguous,primary_statement_revenue_not_confirmed,4470
primitive,revenues,current,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,revenues,current,ambiguous,primary_statement_revenue_annual_values_not_confirmed,2727
primitive,revenues,current,ambiguous,component_revenue_without_confirmed_consolidated_total,572
primitive,revenues,current,ambiguous,primary_statement_revenue_fact_context_not_confirmed,554
primitive,revenues,current,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,revenues,current,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,revenues,current,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,revenues,current,ambiguous,primary_statement_revenue_concept_not_admissible,119
primitive,revenues,current,ambiguous,component_revenue_without_absent_complement,29
primitive,revenues,current,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,revenues,current,ambiguous,primary_statement_evidence_unavailable,1
primitive,revenues,pair,selected,primary_statement_consolidated_revenue_confirmed,26426
primitive,revenues,pair,missing,primitive_not_reported_for_both_periods,12366
primitive,revenues,pair,ambiguous,multiple_primary_statement_revenue_rows,5648
primitive,revenues,pair,ambiguous,primary_statement_revenue_not_confirmed,3851
primitive,revenues,pair,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
primitive,revenues,pair,ambiguous,primary_statement_revenue_annual_values_not_confirmed,2188
primitive,revenues,pair,ambiguous,transition_or_nonannual_comparative_gap,767
primitive,revenues,pair,ambiguous,primary_statement_revenue_fact_context_not_confirmed,551
primitive,revenues,pair,ambiguous,component_revenue_without_confirmed_consolidated_total,500
primitive,revenues,pair,missing,exact_anchor_companyfacts_records_unavailable,236
primitive,revenues,pair,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
primitive,revenues,pair,ambiguous,exact_anchor_annual_current_context_unresolved,171
primitive,revenues,pair,missing,comparative_period_end_unresolved,120
primitive,revenues,pair,ambiguous,primary_statement_revenue_concept_not_admissible,112
primitive,revenues,pair,ambiguous,component_revenue_without_absent_complement,25
primitive,revenues,pair,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
primitive,revenues,pair,ambiguous,primary_statement_evidence_unavailable,1
row_or_period,anchor_period,anchor_period,available,exact_frozen_universe_anchor_validated,52555
row_or_period,anchor_period,anchor_period,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
row_or_period,anchor_period,anchor_period,missing,exact_anchor_companyfacts_records_unavailable,236
row_or_period,anchor_period,anchor_period,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
row_or_period,anchor_period,anchor_period,ambiguous,exact_anchor_annual_current_context_unresolved,171
row_or_period,anchor_period,anchor_period,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
row_or_period,comparative_period,comparative_period,available,annual_comparative_period_validated,51668
row_or_period,comparative_period,comparative_period,missing,frozen_universe_anchor_has_no_xbrl_submission,3697
row_or_period,comparative_period,comparative_period,ambiguous,transition_or_nonannual_comparative_gap,767
row_or_period,comparative_period,comparative_period,missing,exact_anchor_companyfacts_records_unavailable,236
row_or_period,comparative_period,comparative_period,missing,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
row_or_period,comparative_period,comparative_period,ambiguous,exact_anchor_annual_current_context_unresolved,171
row_or_period,comparative_period,comparative_period,missing,comparative_period_end_unresolved,120
row_or_period,comparative_period,comparative_period,ambiguous,frozen_and_xbrl_period_end_materially_disagree,14
row_or_period,row,row,available_core,all_core_level_features_available,45797
row_or_period,row,row,partially_available,at_least_one_feature_available,6086
row_or_period,row,row,not_available_non_xbrl,frozen_universe_anchor_has_no_xbrl_submission,3697
row_or_period,row,row,missing,no_feature_available,727
row_or_period,row,row,ambiguous,no_feature_available_and_ambiguity_present,366
row_or_period,row,row,not_available_non_xbrl,separate_statement_scope_not_tagged_in_joint_xbrl_instance,230
