dimension,group,observations,x_core_available,x_core_coverage,target_available,target_coverage,supervised_L_available,supervised_L_coverage
historical_sic,2340.0,29,22,0.7586206896551724,2,0.06896551724137931,2,0.06896551724137931
historical_sic,2390.0,35,27,0.7714285714285715,7,0.2,7,0.2
historical_sic,2400.0,63,53,0.8412698412698413,38,0.6031746031746031,38,0.6031746031746031
historical_sic,2421.0,19,18,0.9473684210526315,15,0.7894736842105263,14,0.7368421052631579
historical_sic,2430.0,79,69,0.8734177215189873,60,0.759493670886076,58,0.7341772151898734
historical_sic,2451.0,46,39,0.8478260869565217,33,0.717391304347826,32,0.6956521739130435
historical_sic,2452.0,12,8,0.6666666666666666,3,0.25,3,0.25
historical_sic,2510.0,139,119,0.8561151079136691,96,0.6906474820143885,94,0.6762589928057554
historical_sic,2511.0,33,31,0.9393939393939394,20,0.6060606060606061,20,0.6060606060606061
historical_sic,2520.0,16,13,0.8125,13,0.8125,13,0.8125
historical_sic,2522.0,24,20,0.8333333333333334,16,0.6666666666666666,15,0.625
historical_sic,2531.0,23,21,0.9130434782608695,19,0.8260869565217391,18,0.782608695652174
historical_sic,2540.0,3,3,1.0,2,0.6666666666666666,2,0.6666666666666666
historical_sic,2590.0,17,8,0.47058823529411764,7,0.4117647058823529,6,0.35294117647058826
historical_sic,2600.0,8,5,0.625,1,0.125,1,0.125
historical_sic,2611.0,18,15,0.8333333333333334,14,0.7777777777777778,14,0.7777777777777778
historical_sic,2621.0,107,87,0.8130841121495327,65,0.6074766355140186,63,0.5887850467289719
historical_sic,2631.0,16,8,0.5,3,0.1875,3,0.1875
historical_sic,2650.0,72,69,0.9583333333333334,44,0.6111111111111112,44,0.6111111111111112
historical_sic,2670.0,76,52,0.6842105263157895,41,0.5394736842105263,39,0.5131578947368421
historical_sic,2673.0,18,11,0.6111111111111112,6,0.3333333333333333,6,0.3333333333333333
historical_sic,2711.0,117,108,0.9230769230769231,36,0.3076923076923077,35,0.29914529914529914
historical_sic,2721.0,75,44,0.5866666666666667,16,0.21333333333333335,16,0.21333333333333335
historical_sic,2731.0,67,52,0.7761194029850746,33,0.4925373134328358,33,0.4925373134328358
historical_sic,2732.0,4,0,0.0,0,0.0,0,0.0
historical_sic,2741.0,27,23,0.8518518518518519,11,0.4074074074074074,11,0.4074074074074074
