review_id,cik10,feature_year,statement_file,statement_short_name,statement_role,row_label,row_concepts,row_class,scale,scale_label,amounts_json
25,0000047217,2015,R2.htm,Consolidated Statements of Earnings,http://www.hp.com/role/ConsolidatedStatementsOfEarnings,Net revenue,us-gaap:RevenuesAbstract,re,1000000.0,millions,"{""2016-10-31"":null,""2015-10-31"":null,""2014-10-31"":null}"
25,0000047217,2015,R2.htm,Consolidated Statements of Earnings,http://www.hp.com/role/ConsolidatedStatementsOfEarnings,Net revenue,us-gaap:Revenues,ro,1000000.0,millions,"{""2016-10-31"":48238000000.0,""2015-10-31"":51463000000.0,""2014-10-31"":56651000000.0}"
25,0000047217,2015,R2.htm,Consolidated Statements of Earnings,http://www.hp.com/role/ConsolidatedStatementsOfEarnings,Cost of revenue,us-gaap:CostOfRevenue,ro,1000000.0,millions,"{""2016-10-31"":39240000000.0,""2015-10-31"":41524000000.0,""2014-10-31"":45431000000.0}"
26,0001413329,2017,R2.htm,Consolidated Statements of Earnings,http://www.pmi.com/role/ConsolidatedStatementsOfEarnings,Revenues including excise taxes,us-gaap:RevenueFromContractWithCustomerIncludingAssessedTax,ro,1000000.0,millions,"{""2018-12-31"":79823000000.0,""2017-12-31"":78098000000.0,""2016-12-31"":74953000000.0}"
26,0001413329,2017,R2.htm,Consolidated Statements of Earnings,http://www.pmi.com/role/ConsolidatedStatementsOfEarnings,Net revenues (Notes 2 & 21),us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000000.0,millions,"{""2018-12-31"":29625000000.0,""2017-12-31"":28748000000.0,""2016-12-31"":26685000000.0}"
26,0001413329,2017,R2.htm,Consolidated Statements of Earnings,http://www.pmi.com/role/ConsolidatedStatementsOfEarnings,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000000.0,millions,"{""2018-12-31"":10758000000.0,""2017-12-31"":10432000000.0,""2016-12-31"":9391000000.0}"
27,0001666700,2018,R2.htm,Consolidated Statements of Income,http://dow.com/role/ConsolidatedStatementsOfIncome,Net sales,us-gaap:Revenues,ro,1000000.0,millions,"{""2019-12-31"":21512000000.0,""2018-12-31"":22594000000.0,""2017-12-31"":11672000000.0}"
27,0001666700,2018,R2.htm,Consolidated Statements of Income,http://dow.com/role/ConsolidatedStatementsOfIncome,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000000.0,millions,"{""2019-12-31"":14056000000.0,""2018-12-31"":15302000000.0,""2017-12-31"":9558000000.0}"
28,0000823277,2015,R3.htm,Consolidated Statements of Operations,http://www.chsinc.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,1000.0,thousands,"{""2016-08-31"":30347203000.0,""2015-08-31"":34582442000.0,""2014-08-31"":42664033000.0}"
29,0000823277,2016,R3.htm,Consolidated Statements of Operations,http://www.chsinc.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,1000.0,thousands,"{""2017-08-31"":31934751000.0,""2016-08-31"":30347203000.0,""2015-08-31"":34582442000.0}"
30,0001013880,2011,R4.htm,Consolidated Statements of Comprehensive Income,http://teletech.com/role/StatementConsolidatedStatementsOfComprehensiveIncome,Revenue,us-gaap:SalesRevenueServicesNet,ro,1000.0,thousands,"{""2012-12-31"":1162981000.0,""2011-12-31"":1179388000.0,""2010-12-31"":1094906000.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Revenue:,us-gaap:RevenuesAbstract,re,1000.0,thousands,"{""2012-12-31"":null,""2011-12-31"":null,""2010-12-31"":null}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Third party and other revenue,grpn:ThirdPartyAndOtherRevenue,ro,1000.0,thousands,"{""2012-12-31"":1879729000.0,""2011-12-31"":1589604000.0,""2010-12-31"":312941000.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Direct revenue,us-gaap:SalesRevenueGoodsNet,re,1000.0,thousands,"{""2012-12-31"":454743000.0,""2011-12-31"":20826000.0,""2010-12-31"":0.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Total revenue,us-gaap:Revenues,rou,1000.0,thousands,"{""2012-12-31"":2334472000.0,""2011-12-31"":1610430000.0,""2010-12-31"":312941000.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Cost of revenue:,us-gaap:CostOfRevenueAbstract,re,1000.0,thousands,"{""2012-12-31"":null,""2011-12-31"":null,""2010-12-31"":null}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Third party and other revenue,grpn:CostOfRevenueThirdPartyAndOther,ro,1000.0,thousands,"{""2012-12-31"":297739000.0,""2011-12-31"":243789000.0,""2010-12-31"":42896000.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Direct revenue,us-gaap:CostOfGoodsSold,re,1000.0,thousands,"{""2012-12-31"":421201000.0,""2011-12-31"":15090000.0,""2010-12-31"":0.0}"
31,0001490281,2011,R4.htm,Consolidated Statements of Operations,http://www.groupon.com/role/ConsolidatedStatementsOfOperations,Total cost of revenue,us-gaap:CostOfRevenue,rou,1000.0,thousands,"{""2012-12-31"":718940000.0,""2011-12-31"":258879000.0,""2010-12-31"":42896000.0}"
32,0000797542,2021,R4.htm,Consolidated Statements of Operations,http://corp.viewbix.com/role/StatementsOfOperations,Revenues,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2022-12-31"":96603000.0,""2021-12-31"":45224000.0}"
33,0001173204,2011,R4.htm,Consolidated Statements of Operations,http://www.cinedigm.com/role/ConsolidatedStatementsOfOperations,Revenues,us-gaap:Revenues,ro,1000.0,thousands,"{""2013-03-31"":88080000.0,""2012-03-31"":76557000.0}"
34,0000825324,2012,R4.htm,Consolidated Statements of Operations,http://www.goodtimesburgers.com/role/ConsolidatedStatementsOfOperations,NET REVENUES:,us-gaap:SalesRevenueNetAbstract,re,1.0,units,"{""2013-09-30"":null,""2012-09-30"":null}"
34,0000825324,2012,R4.htm,Consolidated Statements of Operations,http://www.goodtimesburgers.com/role/ConsolidatedStatementsOfOperations,Restaurant sales,us-gaap:SalesRevenueGoodsNet,ro,1.0,units,"{""2013-09-30"":22523000.0,""2012-09-30"":19274000.0}"
34,0000825324,2012,R4.htm,Consolidated Statements of Operations,http://www.goodtimesburgers.com/role/ConsolidatedStatementsOfOperations,Total net revenues,us-gaap:Revenues,reu,1.0,units,"{""2013-09-30"":22892000.0,""2012-09-30"":19706000.0}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Net revenues (note 16),us-gaap:SalesRevenueServicesNet,re,1.0,units,"{""2013-12-31"":129934904.0,""2012-12-31"":114726901.0,""2011-12-31"":97064967.0}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Cost of revenues (note 16):,tcx:CostOfRevenuesNote16Abstract,ro,1.0,units,"{""2013-12-31"":null,""2012-12-31"":null,""2011-12-31"":null}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Cost of revenues,us-gaap:CostOfServices,re,1.0,units,"{""2013-12-31"":92960321.0,""2012-12-31"":82837395.0,""2011-12-31"":68088387.0}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Total cost of revenues,us-gaap:CostOfRevenue,reu,1.0,units,"{""2013-12-31"":98508023.0,""2012-12-31"":88517733.0,""2011-12-31"":73762082.0}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Sales and marketing (*),us-gaap:SellingAndMarketingExpense,ro,1.0,units,"{""2013-12-31"":12141036.0,""2012-12-31"":8701446.0,""2011-12-31"":7442681.0}"
35,0000909494,2012,R4.htm,Consolidated Statements of Comprehensive Income,http://tucows.com/role/ConsolidatedIncomeStatement,Sales and marketing,tcx:StockbasedCompensationIncludedInSalesAndMarketing,ro,1.0,units,"{""2013-12-31"":129302.0,""2012-12-31"":92168.0,""2011-12-31"":91244.0}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Net sales,us-gaap:SalesRevenueNetAbstract,re,1000.0,thousands,"{""2013-12-31"":null,""2012-12-31"":null,""2011-12-31"":null}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Product Sales,us-gaap:SalesRevenueGoodsNet,ro,1000.0,thousands,"{""2013-12-31"":1862026000.0,""2012-12-31"":1852192000.0,""2011-12-31"":1826891000.0}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Service Sales,us-gaap:SalesRevenueServicesNet,re,1000.0,thousands,"{""2013-12-31"":516946000.0,""2012-12-31"":489336000.0,""2011-12-31"":482437000.0}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Total Net Sales,us-gaap:SalesRevenueNet,rou,1000.0,thousands,"{""2013-12-31"":2378972000.0,""2012-12-31"":2341528000.0,""2011-12-31"":2309328000.0}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Cost of sales,us-gaap:CostOfRevenueAbstract,re,1000.0,thousands,"{""2013-12-31"":null,""2012-12-31"":null,""2011-12-31"":null}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Products Cost of Sales,us-gaap:CostOfGoodsSold,ro,1000.0,thousands,"{""2013-12-31"":794915000.0,""2012-12-31"":811204000.0,""2011-12-31"":798682000.0}"
36,0001037646,2012,R2.htm,Consolidated Statements of Operations,http://www.mt.com/role/ConsolidatedStatementsOfOperations,Service Cost of Sales,us-gaap:CostOfServices,re,1000.0,thousands,"{""2013-12-31"":302031000.0,""2012-12-31"":289269000.0,""2011-12-31"":292372000.0}"
37,0001257640,2012,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.kronosww.com/20131231/taxonomy/role/StatementCONSOLIDATEDSTATEMENTSOFOPERATIONS,Net sales,us-gaap:SalesRevenueNet,re,1000000.0,millions,"{""2013-12-31"":1732400000.0,""2012-12-31"":1976300000.0,""2011-12-31"":1943300000.0}"
37,0001257640,2012,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.kronosww.com/20131231/taxonomy/role/StatementCONSOLIDATEDSTATEMENTSOFOPERATIONS,Cost of sales,us-gaap:CostOfGoodsSold,ro,1000000.0,millions,"{""2013-12-31"":1620200000.0,""2012-12-31"":1415900000.0,""2011-12-31"":1194900000.0}"
38,0000109563,2014,R2.htm,Statements of Consolidated Income,http://www.applied.com/role/StatementsOfConsolidatedIncome,Net Sales,us-gaap:SalesRevenueNet,ro,1000.0,thousands,"{""2015-06-30"":2751561000.0,""2014-06-30"":2459878000.0,""2013-06-30"":2462171000.0}"
38,0000109563,2014,R2.htm,Statements of Consolidated Income,http://www.applied.com/role/StatementsOfConsolidatedIncome,Cost of Sales,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2015-06-30"":1981747000.0,""2014-06-30"":1772952000.0,""2013-06-30"":1779209000.0}"
39,0000878927,2015,R4.htm,Statements Of Operations,http://www.odfl.com/role/StatementsOfOperations,Revenue from operations,us-gaap:SalesRevenueServicesNet,ro,1000.0,thousands,"{""2016-12-31"":2991517000.0,""2015-12-31"":2972442000.0,""2014-12-31"":2787897000.0}"
40,0000886163,2015,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,Revenues:,us-gaap:RevenuesAbstract,re,1000.0,thousands,"{""2016-12-31"":null,""2015-12-31"":null,""2014-12-31"":null}"
40,0000886163,2015,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,Material sales,us-gaap:SalesRevenueGoodsNet,re,1000.0,thousands,"{""2016-12-31"":22502000.0,""2015-12-31"":27662000.0,""2014-12-31"":28488000.0}"
40,0000886163,2015,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,"License fees, milestones and other revenues",lgnd:CollaborativeResearchAndDevelopmentAndOtherRevenues,ro,1000.0,thousands,"{""2016-12-31"":27048000.0,""2015-12-31"":6058000.0,""2014-12-31"":6056000.0}"
40,0000886163,2015,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,Total revenues,us-gaap:Revenues,reu,1000.0,thousands,"{""2016-12-31"":108973000.0,""2015-12-31"":71914000.0,""2014-12-31"":64538000.0}"
40,0000886163,2015,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.ligand.com/role/ConsolidatedStatementsOfOperations,Cost of sales,us-gaap:CostOfGoodsSold,re,1000.0,thousands,"{""2016-12-31"":5571000.0,""2015-12-31"":5807000.0,""2014-12-31"":9136000.0}"
41,0001117171,2015,R4.htm,Condensed consolidated statements of operations and comprehensive (loss) income,http://www.bak.com.cn/taxonomy/role/IncomeStatement,Net revenues,us-gaap:SalesRevenueNet,re,1.0,units,"{""2016-09-30"":10369444.0,""2015-09-30"":13904414.0}"
41,0001117171,2015,R4.htm,Condensed consolidated statements of operations and comprehensive (loss) income,http://www.bak.com.cn/taxonomy/role/IncomeStatement,Cost of revenues,us-gaap:CostOfRevenue,ro,1.0,units,"{""2016-09-30"":-12099632.0,""2015-09-30"":-12954553.0}"
41,0001117171,2015,R4.htm,Condensed consolidated statements of operations and comprehensive (loss) income,http://www.bak.com.cn/taxonomy/role/IncomeStatement,Sales and marketing expenses,us-gaap:SellingAndMarketingExpense,ro,1.0,units,"{""2016-09-30"":-995290.0,""2015-09-30"":-135468.0}"
42,0001433195,2015,R4.htm,Consolidated Statements of Operations,http://www.appfolio.com/role/ConsolidatedStatementsOfOperations,Revenue,us-gaap:SalesRevenueNet,ro,1.0,units,"{""2016-12-31"":105586000.0,""2015-12-31"":74977000.0,""2014-12-31"":47671000.0}"
42,0001433195,2015,R4.htm,Consolidated Statements of Operations,http://www.appfolio.com/role/ConsolidatedStatementsOfOperations,Cost of revenue (exclusive of depreciation and amortization),us-gaap:CostOfGoodsAndServicesSold,ro,1.0,units,"{""2016-12-31"":44630000.0,""2015-12-31"":33903000.0,""2014-12-31"":22555000.0}"
42,0001433195,2015,R4.htm,Consolidated Statements of Operations,http://www.appfolio.com/role/ConsolidatedStatementsOfOperations,Sales and marketing,us-gaap:SellingAndMarketingExpense,re,1.0,units,"{""2016-12-31"":28827000.0,""2015-12-31"":26076000.0,""2014-12-31"":16876000.0}"
43,0000944148,2016,R4.htm,Consolidated Statements of Comprehensive Income,http://www.cbiz.com/20171231/taxonomy/role/StatementConsolidatedStatementsOfComprehensiveIncome,Revenue,us-gaap:Revenues,ro,1000.0,thousands,"{""2017-12-31"":855340000.0,""2016-12-31"":799832000.0,""2015-12-31"":750422000.0}"
44,0001425292,2016,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.cvrpartners.com/role/ConsolidatedStatementsOfOperations,Net sales,us-gaap:SalesRevenueGoodsNet,re,1000.0,thousands,"{""2017-12-31"":330802000.0,""2016-12-31"":356284000.0,""2015-12-31"":289194000.0}"
44,0001425292,2016,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.cvrpartners.com/role/ConsolidatedStatementsOfOperations,Cost of sales,us-gaap:CostOfRevenue,rou,1000.0,thousands,"{""2017-12-31"":314390000.0,""2016-12-31"":300307000.0,""2015-12-31"":199697000.0}"
45,0000868278,2018,R4.htm,Consolidated Statements of Operations and Other Comprehensive Income (Loss),http://prophaselabs.com/role/StatementsOfOperationsAndOtherComprehensiveIncomeLoss,Net sales,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2019-12-31"":9876000.0,""2018-12-31"":13126000.0}"
45,0000868278,2018,R4.htm,Consolidated Statements of Operations and Other Comprehensive Income (Loss),http://prophaselabs.com/role/StatementsOfOperationsAndOtherComprehensiveIncomeLoss,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2019-12-31"":7261000.0,""2018-12-31"":8345000.0}"
45,0000868278,2018,R4.htm,Consolidated Statements of Operations and Other Comprehensive Income (Loss),http://prophaselabs.com/role/StatementsOfOperationsAndOtherComprehensiveIncomeLoss,Sales and marketing,us-gaap:SellingAndMarketingExpense,ro,1000.0,thousands,"{""2019-12-31"":1042000.0,""2018-12-31"":1107000.0}"
46,0001121788,2019,R4.htm,Consolidated Statements of Income,http://garmin.com/20201226/taxonomy/role/StatementConsolidatedStatementsOfIncome,Net sales,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2020-12-26"":4186573000.0,""2019-12-28"":3757505000.0,""2018-12-29"":3347444000.0}"
47,0000816956,2020,R4.htm,Consolidated Statements of Comprehensive Income,http://www.conmed.com/role/ConsolidatedStatementsofComprehensiveIncome,Revenues,us-gaap:Revenues,ro,1000.0,thousands,"{""2021-12-31"":1010635000.0,""2020-12-31"":862459000.0,""2019-12-31"":955097000.0}"
47,0000816956,2020,R4.htm,Consolidated Statements of Comprehensive Income,http://www.conmed.com/role/ConsolidatedStatementsofComprehensiveIncome,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2021-12-31"":442599000.0,""2020-12-31"":402159000.0,""2019-12-31"":430382000.0}"
48,0000919012,2020,R4.htm,Consolidated Statements of Operations,http://www.ae.com/20220129/taxonomy/role/Role_StatementConsolidatedStatementsOfOperations,Total net revenue,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2022-01-29"":5010785000.0,""2021-01-30"":3759113000.0,""2020-02-01"":4308212000.0}"
48,0000919012,2020,R4.htm,Consolidated Statements of Operations,http://www.ae.com/20220129/taxonomy/role/Role_StatementConsolidatedStatementsOfOperations,"Cost of sales, including certain buying, occupancy and warehousing expenses",us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2022-01-29"":3018995000.0,""2021-01-30"":2610966000.0,""2020-02-01"":2785911000.0}"
49,0001084765,2020,R4.htm,Consolidated Statements Of Operations,http://www.resourcesglobal.com/role/StatementConsolidatedStatementsOfOperations,Revenue,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2021-05-29"":629516000.0,""2020-05-30"":703353000.0,""2019-05-25"":728999000.0}"
50,0001439725,2020,R4.htm,Statements of Operations,http://biodesix.com/20211231/taxonomy/role/Role_StatementStatementsOfOperations,Revenues,us-gaap:Revenues,ro,1000.0,thousands,"{""2021-12-31"":54506000.0,""2020-12-31"":45557000.0}"
50,0001439725,2020,R4.htm,Statements of Operations,http://biodesix.com/20211231/taxonomy/role/Role_StatementStatementsOfOperations,"Sales, marketing, general and administrative",us-gaap:SellingGeneralAndAdministrativeExpense,ro,1000.0,thousands,"{""2021-12-31"":50517000.0,""2020-12-31"":34857000.0}"
51,0000064472,2021,R4.htm,Consolidated Statements of Operations,http://www.gencor.com/role/ConsolidatedStatementsOfOperations,Net revenue,us-gaap:RevenueFromContractWithCustomerIncludingAssessedTax,ro,1.0,units,"{""2022-09-30"":103479000.0,""2021-09-30"":85278000.0}"
52,0000046080,2022,R5.htm,Consolidated Statements of Operations,http://hasbro.com/role/ConsolidatedStatementsofOperations,Net revenues,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1.0,units,"{""2023-12-31"":5003300000.0,""2022-12-25"":5856700000.0,""2021-12-26"":6420400000.0}"
52,0000046080,2022,R5.htm,Consolidated Statements of Operations,http://hasbro.com/role/ConsolidatedStatementsofOperations,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,ro,1.0,units,"{""2023-12-31"":1706000000.0,""2022-12-25"":1911800000.0,""2021-12-26"":1927500000.0}"
53,0000056978,2014,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.kns.com/role/ConsolidatedStatementsOfOperations,Net revenue,us-gaap:SalesRevenueNet,ro,1000.0,thousands,"{""2015-10-03"":536471000.0,""2014-09-27"":568569000.0,""2013-09-28"":534938000.0}"
53,0000056978,2014,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://www.kns.com/role/ConsolidatedStatementsOfOperations,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2015-10-03"":277379000.0,""2014-09-27"":295015000.0,""2013-09-28"":287993000.0}"
54,0001058307,2016,R4.htm,Consolidated Statements of Operations and Comprehensive Loss,http://orbitaltracking.com/role/StatementsOfOperationsAndComprehensiveLoss,Net sales,us-gaap:SalesRevenueNet,ro,1.0,units,"{""2017-12-31"":6004955.0,""2016-12-31"":4698638.0}"
54,0001058307,2016,R4.htm,Consolidated Statements of Operations and Comprehensive Loss,http://orbitaltracking.com/role/StatementsOfOperationsAndComprehensiveLoss,Cost of sales,us-gaap:CostOfRevenue,re,1.0,units,"{""2017-12-31"":4854216.0,""2016-12-31"":3623516.0}"
55,0001137091,2018,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://powersint.com/role/ConsolidatedStatementsOfOperations,Net sales,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2019-12-31"":546076000.0,""2018-12-31"":496038000.0}"
55,0001137091,2018,R4.htm,CONSOLIDATED STATEMENTS OF OPERATIONS,http://powersint.com/role/ConsolidatedStatementsOfOperations,Cost of sales,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2019-12-31"":446188000.0,""2018-12-31"":437269000.0}"
56,0001420520,2020,R4.htm,Statements of Operations,http://atomera.com/role/StatementsOfOperations,Revenue:,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2021-12-31"":400000.0,""2020-12-31"":62000.0}"
56,0001420520,2020,R4.htm,Statements of Operations,http://atomera.com/role/StatementsOfOperations,Cost of revenue,us-gaap:CostOfGoodsAndServicesSold,re,1000.0,thousands,"{""2021-12-31"":0.0,""2020-12-31"":-13000.0}"
57,0000788611,2021,R4.htm,Statements of Operations,http://sigmaadditive.com/role/StatementsOfOperations,REVENUES,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1.0,units,"{""2022-12-31"":630428.0,""2021-12-31"":1651765.0}"
57,0000788611,2021,R4.htm,Statements of Operations,http://sigmaadditive.com/role/StatementsOfOperations,COST OF REVENUE,us-gaap:CostOfRevenue,re,1.0,units,"{""2022-12-31"":349930.0,""2021-12-31"":559965.0}"
58,0001435617,2022,R4.htm,Consolidated Statements of Operations,http://powerdyneinternational.com/role/StatementsOfOperations,Revenues,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1.0,units,"{""2023-12-31"":1452950.0,""2022-12-31"":1207168.0}"
58,0001435617,2022,R4.htm,Consolidated Statements of Operations,http://powerdyneinternational.com/role/StatementsOfOperations,Cost of revenues,us-gaap:CostOfGoodsAndServicesSold,re,1.0,units,"{""2023-12-31"":1022114.0,""2022-12-31"":801040.0}"
59,0001674930,2022,R4.htm,Consolidated Statements of Operations,http://fulgentdiagnostics.com/20231231/taxonomy/role/StatementConsolidatedStatementsOfOperations,Revenue,us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax,ro,1000.0,thousands,"{""2023-12-31"":289213000.0,""2022-12-31"":618968000.0,""2021-12-31"":992584000.0}"
59,0001674930,2022,R4.htm,Consolidated Statements of Operations,http://fulgentdiagnostics.com/20231231/taxonomy/role/StatementConsolidatedStatementsOfOperations,Cost of revenue,us-gaap:CostOfRevenue,re,1000.0,thousands,"{""2023-12-31"":184757000.0,""2022-12-31"":252067000.0,""2021-12-31"":215533000.0}"
