historical_sic,observations,x_t_available_core,x_t_available_core_rate,L_complete,L_complete_rate,D_complete,D_complete_rate,R_complete,R_complete_rate,current_assets_coverage,pair_assets_coverage,current_liabilities_coverage,pair_liabilities_coverage,current_current_assets_coverage,pair_current_assets_coverage,current_current_liabilities_coverage,pair_current_liabilities_coverage,current_revenues_coverage,pair_revenues_coverage,current_net_income_coverage,pair_net_income_coverage,current_operating_cash_flow_coverage,pair_operating_cash_flow_coverage,feature_log_assets_t_coverage,feature_roa_t_coverage,feature_ocf_to_assets_t_coverage,feature_current_ratio_t_coverage,feature_liabilities_to_assets_t_coverage,feature_working_capital_to_assets_t_coverage,feature_accruals_to_assets_t_coverage,feature_asset_growth_1y_coverage,feature_delta_roa_1y_coverage,feature_delta_ocf_to_assets_1y_coverage,feature_current_ratio_change_1y_coverage,feature_delta_liabilities_to_assets_1y_coverage,feature_log1p_revenues_t_coverage,feature_profit_margin_t_coverage,feature_ocf_margin_t_coverage,feature_asset_turnover_t_coverage,feature_revenue_growth_1y_coverage
3350.0,103,97,0.941747572815534,97,0.941747572815534,87,0.8446601941747572,59,0.5728155339805825,0.9514563106796117,0.8543689320388349,0.9514563106796117,0.8543689320388349,0.9514563106796117,0.8543689320388349,0.9514563106796117,0.8543689320388349,0.6407766990291263,0.5728155339805825,0.941747572815534,0.8446601941747572,0.941747572815534,0.8446601941747572,0.9514563106796117,0.941747572815534,0.941747572815534,0.9514563106796117,0.9514563106796117,0.9514563106796117,0.941747572815534,0.8543689320388349,0.8446601941747572,0.8446601941747572,0.8543689320388349,0.8543689320388349,0.6407766990291263,0.6407766990291263,0.6407766990291263,0.6407766990291263,0.5728155339805825
3357.0,49,49,1.0,49,1.0,49,1.0,41,0.8367346938775511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8367346938775511,0.8367346938775511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.8367346938775511,0.8367346938775511
3360.0,26,18,0.6923076923076923,18,0.6923076923076923,18,0.6923076923076923,17,0.6538461538461539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8846153846153846,0.8846153846153846,0.6923076923076923,0.6923076923076923,0.9615384615384616,0.9615384615384616,1.0,0.6923076923076923,0.9615384615384616,1.0,1.0,1.0,0.6923076923076923,1.0,0.6923076923076923,0.9615384615384616,1.0,1.0,0.8846153846153846,0.6538461538461539,0.8846153846153846,0.8846153846153846,0.8846153846153846
3390.0,35,34,0.9714285714285714,34,0.9714285714285714,34,0.9714285714285714,24,0.6857142857142857,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.7142857142857143,0.6857142857142857,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6857142857142857
3411.0,38,36,0.9473684210526315,36,0.9473684210526315,36,0.9473684210526315,25,0.6578947368421053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6578947368421053,0.6578947368421053,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9473684210526315,1.0,0.9736842105263158,0.9473684210526315,1.0,1.0,1.0,0.9473684210526315,1.0,0.9736842105263158,0.9473684210526315,1.0,1.0,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053
3412.0,9,9,1.0,9,1.0,9,1.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3420.0,142,122,0.8591549295774648,122,0.8591549295774648,90,0.6338028169014085,68,0.4788732394366197,0.971830985915493,0.7535211267605634,0.9647887323943662,0.7464788732394366,0.9436619718309859,0.7253521126760564,0.9225352112676056,0.704225352112676,0.676056338028169,0.5211267605633803,0.9366197183098591,0.7112676056338029,0.9647887323943662,0.7394366197183099,0.9647887323943662,0.9225352112676056,0.9507042253521126,0.9084507042253521,0.9577464788732394,0.9084507042253521,0.9225352112676056,0.7394366197183099,0.6901408450704225,0.7183098591549296,0.6830985915492958,0.7323943661971831,0.676056338028169,0.6267605633802817,0.6549295774647887,0.676056338028169,0.5070422535211268
3430.0,31,25,0.8064516129032258,25,0.8064516129032258,22,0.7096774193548387,17,0.5483870967741935,0.9032258064516129,0.8387096774193549,0.9032258064516129,0.8387096774193549,0.8387096774193549,0.7419354838709677,0.8709677419354839,0.8387096774193549,0.6129032258064516,0.5483870967741935,0.9032258064516129,0.7741935483870968,0.9032258064516129,0.7741935483870968,0.9032258064516129,0.8709677419354839,0.8709677419354839,0.8387096774193549,0.9032258064516129,0.8387096774193549,0.8709677419354839,0.8064516129032258,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.8064516129032258,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.5483870967741935
3433.0,46,35,0.7608695652173914,35,0.7608695652173914,33,0.717391304347826,28,0.6086956521739131,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.6956521739130435,0.6739130434782609,0.782608695652174,0.7391304347826086,0.7608695652173914,0.717391304347826,0.782608695652174,0.782608695652174,0.7608695652173914,0.782608695652174,0.782608695652174,0.782608695652174,0.7608695652173914,0.782608695652174,0.7391304347826086,0.717391304347826,0.782608695652174,0.782608695652174,0.6956521739130435,0.6304347826086957,0.6086956521739131,0.6956521739130435,0.6304347826086957
3440.0,83,67,0.8072289156626506,67,0.8072289156626506,55,0.6626506024096386,43,0.5180722891566265,0.963855421686747,0.8433734939759037,0.963855421686747,0.8433734939759037,0.9036144578313253,0.7831325301204819,0.9036144578313253,0.7831325301204819,0.6626506024096386,0.5783132530120482,0.8674698795180723,0.7228915662650602,0.9397590361445783,0.7951807228915663,0.963855421686747,0.8674698795180723,0.9397590361445783,0.9036144578313253,0.963855421686747,0.9036144578313253,0.8674698795180723,0.8433734939759037,0.7228915662650602,0.7951807228915663,0.7831325301204819,0.8433734939759037,0.6626506024096386,0.5903614457831325,0.6626506024096386,0.6626506024096386,0.5783132530120482
3442.0,35,30,0.8571428571428571,30,0.8571428571428571,20,0.5714285714285714,14,0.4,0.9428571428571428,0.6285714285714286,0.9428571428571428,0.6285714285714286,0.9142857142857143,0.6,0.9142857142857143,0.6,0.6285714285714286,0.42857142857142855,0.9142857142857143,0.6285714285714286,0.9142857142857143,0.6285714285714286,0.9428571428571428,0.9142857142857143,0.9142857142857143,0.8857142857142857,0.9428571428571428,0.8857142857142857,0.9142857142857143,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.5714285714285714,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.4
3443.0,46,36,0.782608695652174,36,0.782608695652174,36,0.782608695652174,29,0.6304347826086957,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.782608695652174,0.6304347826086957,0.6304347826086957,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.782608695652174,0.9782608695652174,0.782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.782608695652174,0.9782608695652174,0.6304347826086957,0.6304347826086957,0.6304347826086957,0.6304347826086957,0.6304347826086957
3444.0,9,5,0.5555555555555556,5,0.5555555555555556,5,0.5555555555555556,2,0.2222222222222222,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
3448.0,16,13,0.8125,13,0.8125,4,0.25,2,0.125,1.0,0.4375,1.0,0.4375,1.0,0.4375,1.0,0.4375,0.625,0.125,0.875,0.25,0.8125,0.25,1.0,0.875,0.8125,1.0,1.0,1.0,0.8125,0.4375,0.25,0.25,0.4375,0.4375,0.625,0.625,0.625,0.625,0.125
3452.0,5,5,1.0,5,1.0,5,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3460.0,61,60,0.9836065573770492,60,0.9836065573770492,60,0.9836065573770492,57,0.9344262295081968,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9344262295081968,0.9344262295081968,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9836065573770492,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9344262295081968
3470.0,50,40,0.8,40,0.8,39,0.78,23,0.46,0.9,0.86,0.88,0.84,0.9,0.86,0.86,0.82,0.48,0.46,0.84,0.82,0.86,0.82,0.9,0.84,0.86,0.86,0.88,0.86,0.84,0.86,0.82,0.82,0.82,0.84,0.48,0.46,0.48,0.48,0.46
3480.0,79,65,0.8227848101265823,65,0.8227848101265823,64,0.810126582278481,43,0.5443037974683544,0.9493670886075949,0.9367088607594937,0.9493670886075949,0.9367088607594937,0.9493670886075949,0.9367088607594937,0.9493670886075949,0.9367088607594937,0.6708860759493671,0.6708860759493671,0.8227848101265823,0.810126582278481,0.9367088607594937,0.9240506329113924,0.9493670886075949,0.8227848101265823,0.9367088607594937,0.9493670886075949,0.9493670886075949,0.9493670886075949,0.8227848101265823,0.9367088607594937,0.810126582278481,0.9240506329113924,0.9367088607594937,0.9367088607594937,0.6708860759493671,0.5569620253164557,0.6708860759493671,0.6708860759493671,0.6582278481012658
3490.0,115,102,0.8869565217391304,102,0.8869565217391304,93,0.808695652173913,87,0.7565217391304347,0.9304347826086956,0.8434782608695652,0.9304347826086956,0.8434782608695652,0.9304347826086956,0.8434782608695652,0.9217391304347826,0.8347826086956521,0.8521739130434782,0.782608695652174,0.8956521739130435,0.8173913043478261,0.9217391304347826,0.8434782608695652,0.9304347826086956,0.8956521739130435,0.9217391304347826,0.9217391304347826,0.9304347826086956,0.9217391304347826,0.8956521739130435,0.8434782608695652,0.8173913043478261,0.8434782608695652,0.8347826086956521,0.8434782608695652,0.8521739130434782,0.8260869565217391,0.8521739130434782,0.8521739130434782,0.782608695652174
3510.0,152,124,0.8157894736842105,124,0.8157894736842105,115,0.756578947368421,83,0.5460526315789473,0.9078947368421053,0.8421052631578947,0.9144736842105263,0.8552631578947368,0.875,0.8092105263157895,0.9144736842105263,0.8552631578947368,0.6052631578947368,0.5657894736842105,0.8552631578947368,0.8026315789473685,0.881578947368421,0.8223684210526315,0.9078947368421053,0.8486842105263158,0.875,0.875,0.9078947368421053,0.875,0.8486842105263158,0.8421052631578947,0.7894736842105263,0.8092105263157895,0.8092105263157895,0.8421052631578947,0.6052631578947368,0.5789473684210527,0.6052631578947368,0.6052631578947368,0.5657894736842105
3523.0,76,56,0.7368421052631579,56,0.7368421052631579,55,0.7236842105263158,40,0.5263157894736842,0.9342105263157895,0.868421052631579,0.9342105263157895,0.868421052631579,0.7368421052631579,0.7368421052631579,0.7763157894736842,0.7763157894736842,0.5657894736842105,0.5657894736842105,0.9342105263157895,0.868421052631579,0.9342105263157895,0.868421052631579,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.7368421052631579,0.8947368421052632,0.7368421052631579,0.8947368421052632,0.8157894736842105,0.8157894736842105,0.8157894736842105,0.7236842105263158,0.8157894736842105,0.5657894736842105,0.5263157894736842,0.5263157894736842,0.5657894736842105,0.5263157894736842
3524.0,14,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,3,0.21428571428571427,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.35714285714285715,0.35714285714285715,1.0,1.0,0.8571428571428571,0.21428571428571427,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.21428571428571427,0.8571428571428571,0.21428571428571427,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.21428571428571427,0.8571428571428571,0.8571428571428571,0.8571428571428571
3530.0,26,25,0.9615384615384616,25,0.9615384615384616,25,0.9615384615384616,18,0.6923076923076923,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.6923076923076923,0.6923076923076923,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
3531.0,91,72,0.7912087912087912,72,0.7912087912087912,66,0.7252747252747253,56,0.6153846153846154,0.9340659340659341,0.9230769230769231,0.9230769230769231,0.9120879120879121,0.9230769230769231,0.9120879120879121,0.8791208791208791,0.8681318681318682,0.7032967032967034,0.6813186813186813,0.8681318681318682,0.8021978021978022,0.9340659340659341,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.9120879120879121,0.8681318681318682,0.9120879120879121,0.8681318681318682,0.8461538461538461,0.9010989010989011,0.7692307692307693,0.8901098901098901,0.8571428571428571,0.8901098901098901,0.7032967032967034,0.6373626373626373,0.7032967032967034,0.7032967032967034,0.6813186813186813
3532.0,7,5,0.7142857142857143,5,0.7142857142857143,2,0.2857142857142857,2,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.2857142857142857,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.2857142857142857
3533.0,197,182,0.9238578680203046,182,0.9238578680203046,175,0.8883248730964467,84,0.4263959390862944,0.949238578680203,0.9441624365482234,0.9441624365482234,0.9390862944162437,0.949238578680203,0.9441624365482234,0.9390862944162437,0.934010152284264,0.47715736040609136,0.4619289340101523,0.949238578680203,0.9137055837563451,0.9390862944162437,0.9035532994923858,0.949238578680203,0.9441624365482234,0.9390862944162437,0.934010152284264,0.9441624365482234,0.9390862944162437,0.9390862944162437,0.9441624365482234,0.9086294416243654,0.9035532994923858,0.9289340101522843,0.9390862944162437,0.47715736040609136,0.4416243654822335,0.4416243654822335,0.47715736040609136,0.43147208121827413
3537.0,33,30,0.9090909090909091,30,0.9090909090909091,30,0.9090909090909091,30,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
3540.0,76,70,0.9210526315789473,70,0.9210526315789473,64,0.8421052631578947,64,0.8421052631578947,0.9473684210526315,0.881578947368421,0.9473684210526315,0.881578947368421,0.9342105263157895,0.868421052631579,0.9473684210526315,0.881578947368421,0.9078947368421053,0.8421052631578947,0.9342105263157895,0.8421052631578947,0.9342105263157895,0.8552631578947368,0.9473684210526315,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.9473684210526315,0.9342105263157895,0.9342105263157895,0.881578947368421,0.8421052631578947,0.8552631578947368,0.868421052631579,0.881578947368421,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.9078947368421053,0.8421052631578947
3541.0,22,22,1.0,22,1.0,21,0.9545454545454546,19,0.8636363636363636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.8636363636363636,1.0,0.9545454545454546,1.0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9545454545454546,0.9545454545454546,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8636363636363636
3550.0,61,58,0.9508196721311475,58,0.9508196721311475,49,0.8032786885245902,39,0.639344262295082,0.9672131147540983,0.8032786885245902,0.9672131147540983,0.8032786885245902,0.9672131147540983,0.8032786885245902,0.9672131147540983,0.8032786885245902,0.7868852459016393,0.6557377049180327,0.9508196721311475,0.8032786885245902,0.9508196721311475,0.8032786885245902,0.9672131147540983,0.9508196721311475,0.9508196721311475,0.9672131147540983,0.9672131147540983,0.9672131147540983,0.9508196721311475,0.8032786885245902,0.8032786885245902,0.8032786885245902,0.8032786885245902,0.8032786885245902,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.7868852459016393,0.6557377049180327
3555.0,11,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,8,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273
3559.0,232,200,0.8620689655172413,200,0.8620689655172413,181,0.7801724137931034,119,0.5129310344827587,0.9439655172413793,0.8577586206896551,0.9396551724137931,0.853448275862069,0.9439655172413793,0.8577586206896551,0.9353448275862069,0.8491379310344828,0.625,0.5689655172413793,0.8793103448275862,0.8017241379310345,0.9267241379310345,0.8491379310344828,0.9396551724137931,0.875,0.9224137931034483,0.9353448275862069,0.9353448275862069,0.9310344827586207,0.875,0.8491379310344828,0.7931034482758621,0.8405172413793104,0.8448275862068966,0.8448275862068966,0.625,0.5689655172413793,0.6163793103448276,0.6206896551724138,0.5603448275862069
