research_universe_company_year_id,cik10,feature_year,research_sector,anchor_accession,source_type,reason,prior_download_status
0000015511-2014,0000015511,2014,Extended_Candidate,0000015511-15-000004,primary_statement_revenue_evidence,FilingSummary_or_primary_statement_not_cached,not_found
