research_universe_company_year_id,accession,feature_year,cik10,company_name_historical,historical_sic,research_sector,registrant_role,registrant_role_resolved,joint_filing_flag,accession_registrant_count,eligible_observation_count,xbrl_instance,scope_status,scope_reason,statement_entity_ciks,manual_series_id,manual_evidence,non_operating_issuer_ciks,economic_entity_status,recommended_membership_action,economic_entity_reason,economic_group_id,economic_statement_scope_id,potential_non_operating_finance_registrant
0000004457-2011,0000004457-11-000059,2011,0000004457,AMERCO /NV/,7510.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000004457,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000004457,0000004457-11-000059:0000004457,False
0000006885-2011,0000006885-11-000031,2011,0000006885,STAGE STORES INC,5651.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000006885,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000006885,0000006885-11-000031:0000006885,False
0000008328-2011,0000008328-12-000018,2011,0000008328,"Applied Minerals, Inc.",1040.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000008328,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000008328,0000008328-12-000018:0000008328,False
0000008947-2011,0000008947-11-000016,2011,0000008947,AZZ INC,3640.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000008947,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000008947,0000008947-11-000016:0000008947,False
0000014707-2011,0000014707-11-000026,2011,0000014707,BROWN SHOE CO INC,3140.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000014707,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000014707,0000014707-11-000026:0000014707,False
0000015847-2011,0000015847-11-000027,2011,0000015847,BUTLER NATIONAL CORP,3721.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000015847,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000015847,0000015847-11-000027:0000015847,False
0000018255-2011,0000018255-11-000005,2011,0000018255,CATO CORP,5621.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000018255,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000018255,0000018255-11-000005:0000018255,False
0000019149-2011,0000019149-11-000007,2011,0000019149,CHAMPION INDUSTRIES INC,2750.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000019149,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000019149,0000019149-11-000007:0000019149,False
0000021510-2011,0000021510-11-000008,2011,0000021510,COHERENT INC,3826.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000021510,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000021510,0000021510-11-000008:0000021510,False
0000025354-2011,0000025354-11-000041,2011,0000025354,CPI CORP,7200.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000025354,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000025354,0000025354-11-000041:0000025354,False
0000025793-2011,0000025793-11-000034,2011,0000025793,CROSS A T CO,3950.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000025793,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000025793,0000025793-11-000034:0000025793,False
0000029534-2011,0000029534-11-000004,2011,0000029534,DOLLAR GENERAL CORP,5331.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000029534,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000029534,0000029534-11-000004:0000029534,False
0000030697-2011,0000030697-12-000007,2011,0000030697,WENDY'S CO,5810.0,Retail,primary_xbrl_registrant,joint_primary_registrant,True,,2,wen-20120101.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000030697;0001467974,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000030697,0000030697-12-000007:0000030697,False
0001467974-2011,0000030697-12-000007,2011,0001467974,"Wendy's Restaurants, LLC",5812.0,Retail,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,wen-20120101.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000030697;0001467974,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000030697,0000030697-12-000007:0001467974,False
0000031107-2011,0000031107-11-000006,2011,0000031107,EASTERN CO,3420.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000031107,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000031107,0000031107-11-000006:0000031107,False
0000041133-2011,0000041133-11-000026,2011,0000041133,GERBER SCIENTIFIC INC,3559.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000041133,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000041133,0000041133-11-000026:0000041133,False
0000043300-2011,0000043300-11-000036,2011,0000043300,GREAT ATLANTIC & PACIFIC TEA CO INC,5411.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000043300,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000043300,0000043300-11-000036:0000043300,False
0000055772-2011,0000055772-11-000014,2011,0000055772,KIMBALL INTERNATIONAL INC,2520.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000055772,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000055772,0000055772-11-000014:0000055772,False
0000065201-2011,0000065201-11-000015,2011,0000065201,MET PRO CORP,3564.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000065201,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000065201,0000065201-11-000015:0000065201,False
0000065270-2011,0000065270-11-000008,2011,0000065270,METHODE ELECTRONICS INC,3678.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000065270,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000065270,0000065270-11-000008:0000065270,False
0000067215-2011,0000067215-11-000027,2011,0000067215,DYCOM INDUSTRIES INC,1623.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000067215,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000067215,0000067215-11-000027:0000067215,False
0000068270-2011,0000068270-11-000026,2011,0000068270,RUBY TUESDAY INC,5812.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000068270,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000068270,0000068270-11-000026:0000068270,False
0000074046-2011,0000074046-11-000009,2011,0000074046,OIL DRI CORP OF AMERICA,3990.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000074046,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000074046,0000074046-11-000009:0000074046,False
0000074925-2011,0000074925-12-000001,2011,0000074925,ORIGINAL SIXTEEN TO ONE MINE INC /CA/,1040.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000074925,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000074925,0000074925-12-000001:0000074925,False
0000087802-2011,0000087802-11-000020,2011,0000087802,SCIENTIFIC INDUSTRIES INC,3826.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000087802,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000087802,0000087802-11-000020:0000087802,False
0000088948-2011,0000088948-11-000011,2011,0000088948,Seneca Foods Corp,2033.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000088948,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000088948,0000088948-11-000011:0000088948,False
0000095953-2011,0000095953-11-000012,2011,0000095953,SYNALLOY CORP,3317.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000095953,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000095953,0000095953-11-000012:0000095953,False
0000096536-2011,0000096536-11-000010,2011,0000096536,TAYLOR DEVICES INC,3569.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000096536,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000096536,0000096536-11-000010:0000096536,False
0000098618-2011,0000098618-11-000032,2011,0000098618,ALANCO TECHNOLOGIES INC,3572.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000098618,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000098618,0000098618-11-000032:0000098618,False
0000100378-2011,0000100378-11-000038,2011,0000100378,TWIN DISC INC,3560.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000100378,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000100378,0000100378-11-000038:0000100378,False
0000105770-2011,0000105770-12-000011,2011,0000105770,WEST PHARMACEUTICAL SERVICES INC,3060.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000105770,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000105770,0000105770-12-000011:0000105770,False
0000107687-2011,0000107687-11-000049,2011,0000107687,WINNEBAGO INDUSTRIES INC,3716.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000107687,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000107687,0000107687-11-000049:0000107687,False
0000277595-2011,0000277595-12-000007,2011,0000277595,ENERGEN CORP,1311.0,Extended_Candidate,primary_xbrl_registrant,joint_primary_registrant,True,,1,egn-20111231.xml,resolved,primary_10k_distinct_statement_sets_mapped,0000003146;0000277595,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000277595,0000277595-12-000007:0000277595,False
0000278041-2011,0000278041-11-000014,2011,0000278041,INTERNATIONAL SHIPHOLDING CORP,4412.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000278041,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000278041,0000278041-11-000014:0000278041,False
0000310354-2011,0000310354-11-000034,2011,0000310354,STANDEX INTERNATIONAL CORP/DE/,3580.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000310354,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000310354,0000310354-11-000034:0000310354,False
0000313277-2011,0000313277-12-000002,2011,0000313277,THERMAL ENERGY STORAGE INC,8711.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000313277,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000313277,0000313277-12-000002:0000313277,False
0000315449-2011,0000315449-11-000017,2011,0000315449,UQM TECHNOLOGIES INC,3679.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000315449,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000315449,0000315449-11-000017:0000315449,False
0000352825-2011,0000352825-11-000008,2011,0000352825,FOSTER L B CO,5051.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000352825,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000352825,0000352825-11-000008:0000352825,False
0000353184-2011,0000353184-11-000011,2011,0000353184,AIR T INC,4513.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000353184,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000353184,0000353184-11-000011:0000353184,False
0000808377-2011,0000354521-12-000024,2011,0000808377,CRI HOTEL INCOME PARTNERS L P,7011.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000808377,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000808377,0000354521-12-000024:0000808377,False
0000354813-2011,0000354813-11-000007,2011,0000354813,INTERNATIONAL LOTTERY & TOTALIZATOR SYSTEMS INC,3578.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000354813,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000354813,0000354813-11-000007:0000354813,False
0000355019-2011,0000355019-11-000020,2011,0000355019,FONAR CORP,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000355019,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000355019,0000355019-11-000020:0000355019,False
0000700841-2011,0000700841-11-000004,2011,0000700841,RCM TECHNOLOGIES INC,7363.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000700841,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000700841,0000700841-11-000004:0000700841,False
0000715812-2011,0000715812-11-000002,2011,0000715812,BIOSYNERGY INC,3829.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000715812,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000715812,0000715812-11-000002:0000715812,False
0000716688-2011,0000716688-11-000008,2011,0000716688,MICROWAVE FILTER CO INC /NY/,3679.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000716688,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000716688,0000716688-11-000008:0000716688,False
0000719164-2011,0000719164-11-000004,2011,0000719164,SCHAWK INC,2790.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000719164,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000719164,0000719164-11-000004:0000719164,False
0000724910-2011,0000724910-11-000011,2011,0000724910,NVE CORP /NEW/,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000724910,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000724910,0000724910-11-000011:0000724910,False
0000730000-2011,0000730000-11-000006,2011,0000730000,SUPERTEX INC,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000730000,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000730000,0000730000-11-000006:0000730000,False
0000742112-2011,0000742112-12-000012,2011,0000742112,INVACARE CORP,3842.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000742112,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000742112,0000742112-12-000012:0000742112,False
0000751085-2011,0000751085-11-000023,2011,0000751085,"MAGNETEK, INC.",3679.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000751085,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000751085,0000751085-11-000023:0000751085,False
0000790652-2011,0000790652-11-000033,2011,0000790652,IMAGING DIAGNOSTIC SYSTEMS INC /FL/,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000790652,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000790652,0000790652-11-000033:0000790652,False
0000794619-2011,0000794619-11-000012,2011,0000794619,AMERICAN WOODMARK CORP,2430.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000794619,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000794619,0000794619-11-000012:0000794619,False
0000866439-2011,0000798947-11-000008,2011,0000866439,KLEVER MARKETING INC,7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000866439,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000866439,0000798947-11-000008:0000866439,False
0001084507-2011,0000798947-11-000010,2011,0001084507,Arrayit Corp,3826.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001084507,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001084507,0000798947-11-000010:0001084507,False
0000807707-2011,0000807707-11-000017,2011,0000807707,AUDIOVOX CORP,5065.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000807707,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000807707,0000807707-11-000017:0000807707,False
0000809933-2011,0000809933-11-000024,2011,0000809933,ECOLOGY & ENVIRONMENT INC,8711.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000809933,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000809933,0000809933-11-000024:0000809933,False
0001341319-2011,0000823579-11-000378,2011,0001341319,REDtone Asia Inc,4813.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001341319,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001341319,0000823579-11-000378:0001341319,False
0000826253-2011,0000826253-11-000025,2011,0000826253,AURA SYSTEMS INC,3690.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000826253,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000826253,0000826253-11-000025:0000826253,False
0000843762-2011,0000843762-11-000014,2011,0000843762,REXNORD LLC,3560.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,,resolved,manual_primary_statement_review,0001213336,,"The only primary audited suite is RBS Global, Inc. and subsidiaries; the filing expressly says separate guarantor-subsidiary statements are not presented. Rexnord LLC is therefore not a second statement scope.",,co_registrant_sharing_same_consolidated_statements,exclude_duplicate_registrant_row,registrant_has_no_distinct_primary_statement_suite,joint_group_0000843762,0000843762-11-000014:0001213336,False
0001213336-2011,0000843762-11-000014,2011,0001213336,RBS GLOBAL INC,3560.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,joint_co_registrant,True,,2,,resolved,manual_primary_statement_review,0001213336,,"The only primary audited suite is RBS Global, Inc. and subsidiaries; the filing expressly says separate guarantor-subsidiary statements are not presented. Rexnord LLC is therefore not a second statement scope.",,separate_reporting_entity_with_own_statements,retain_one_economic_entity,registrant_cik_matches_distinct_primary_statement_suite,joint_group_0000843762,0000843762-11-000014:0001213336,False
0000846876-2011,0000846876-11-000005,2011,0000846876,PRESSTEK INC /DE/,3555.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000846876,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000846876,0000846876-11-000005:0000846876,False
0000855658-2011,0000855658-11-000033,2011,0000855658,LATTICE SEMICONDUCTOR CORP,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000855658,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000855658,0000855658-11-000033:0000855658,False
0000859163-2011,0000859163-11-000013,2011,0000859163,AVX Corp,3670.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000859163,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000859163,0000859163-11-000013:0000859163,False
0000864683-2011,0000864683-11-000019,2011,0000864683,CYBERONICS INC,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000864683,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000864683,0000864683-11-000019:0000864683,False
0000865570-2011,0000865570-11-000019,2011,0000865570,THQ INC,7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000865570,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000865570,0000865570-11-000019:0000865570,False
0000867963-2011,0000867963-11-000019,2011,0000867963,UNITED AMERICAN HEALTHCARE CORP,3841.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000867963,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000867963,0000867963-11-000019:0000867963,False
0000881695-2011,0000881695-11-000007,2011,0000881695,PALOMAR MEDICAL TECHNOLOGIES INC,3845.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000881695,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000881695,0000881695-11-000007:0000881695,False
0000882508-2011,0000882508-11-000004,2011,0000882508,QUICKLOGIC CORPORATION,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000882508,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000882508,0000882508-11-000004:0000882508,False
0000886206-2011,0000886206-11-000036,2011,0000886206,FRANKLIN COVEY CO,8741.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000886206,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000886206,0000886206-11-000036:0000886206,False
0000889348-2011,0000889348-11-000006,2011,0000889348,CPI AEROSTRUCTURES INC,3728.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000889348,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000889348,0000889348-11-000006:0000889348,False
0000890564-2011,0000890564-11-000016,2011,0000890564,ON ASSIGNMENT INC,7363.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000890564,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000890564,0000890564-11-000016:0000890564,False
0000891919-2011,0000891919-11-000027,2011,0000891919,BOOKS A MILLION INC,5940.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000891919,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000891919,0000891919-11-000027:0000891919,False
