research_universe_company_year_id,accession,feature_year,cik10,company_name_historical,historical_sic,research_sector,registrant_role,registrant_role_resolved,joint_filing_flag,accession_registrant_count,eligible_observation_count,xbrl_instance,scope_status,scope_reason,statement_entity_ciks,manual_series_id,manual_evidence,non_operating_issuer_ciks,economic_entity_status,recommended_membership_action,economic_entity_reason,economic_group_id,economic_statement_scope_id,potential_non_operating_finance_registrant
0000718096-2011,0001144204-11-037916,2011,0000718096,COSMO COMMUNICATIONS CORP,3873.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000718096,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000718096,0001144204-11-037916:0000718096,False
0000774517-2011,0001144204-11-037942,2011,0000774517,AMERICAN LEARNING Corp,8300.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000774517,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000774517,0001144204-11-037942:0000774517,False
0001353386-2011,0001144204-11-038202,2011,0001353386,LianDi Clean Technology Inc.,1540.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001353386,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001353386,0001144204-11-038202:0001353386,False
0000931059-2011,0001144204-11-038233,2011,0000931059,TEGAL CORP /DE/,3559.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000931059,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000931059,0001144204-11-038233:0000931059,False
0001311538-2011,0001144204-11-038263,2011,0001311538,Castle Brands Inc,2080.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001311538,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001311538,0001144204-11-038263:0001311538,False
0000923601-2011,0001144204-11-038264,2011,0000923601,SINGING MACHINE CO INC,3652.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000923601,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000923601,0001144204-11-038264:0000923601,False
0001053369-2011,0001144204-11-038267,2011,0001053369,ELITE PHARMACEUTICALS INC /DE/,2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001053369,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001053369,0001144204-11-038267:0001053369,False
0000839441-2011,0001144204-11-039935,2011,0000839441,IMAGENETIX INC /NV/,2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000839441,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000839441,0001144204-11-039935:0000839441,False
0001165320-2011,0001144204-11-039953,2011,0001165320,Signature Exploration & Production Corp.,1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001165320,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001165320,0001144204-11-039953:0001165320,False
0001375850-2011,0001144204-11-040168,2011,0001375850,Hubei Minkang Pharmaceutical Ltd.,1311.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001375850,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001375850,0001144204-11-040168:0001375850,False
0001049505-2011,0001144204-11-040350,2011,0001049505,US DATAWORKS INC,7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001049505,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001049505,0001144204-11-040350:0001049505,False
0000277058-2011,0001144204-11-040437,2011,0000277058,NEVADA GOLD & CASINOS INC,7990.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000277058,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000277058,0001144204-11-040437:0000277058,False
0001229089-2011,0001144204-11-040517,2011,0001229089,"Bering Exploration, Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001229089,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001229089,0001144204-11-040517:0001229089,False
0001078037-2011,0001144204-11-040518,2011,0001078037,"REMEDENT, INC.",3843.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001078037,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001078037,0001144204-11-040518:0001078037,False
0001432254-2011,0001144204-11-040554,2011,0001432254,"FIRST CHINA PHARMACEUTICAL GROUP, INC.",3663.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001432254,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001432254,0001144204-11-040554:0001432254,False
0001391142-2011,0001144204-11-040608,2011,0001391142,Q LOTUS HOLDINGS INC,7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001391142,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001391142,0001144204-11-040608:0001391142,False
0001052284-2011,0001144204-11-040622,2011,0001052284,"Tongli Pharmaceuticals (USA), Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001052284,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001052284,0001144204-11-040622:0001052284,False
0000862651-2011,0001144204-11-040623,2011,0000862651,"Global Investor Services, Inc.",7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000862651,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000862651,0001144204-11-040623:0000862651,False
0001413754-2011,0001144204-11-040630,2011,0001413754,GBS Enterprises Inc,5020.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001413754,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001413754,0001144204-11-040630:0001413754,False
0000771856-2011,0001144204-11-040755,2011,0000771856,"CHAMPIONS ONCOLOGY, INC.",2836.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000771856,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000771856,0001144204-11-040755:0000771856,False
0000039020-2011,0001144204-11-042784,2011,0000039020,FREQUENCY ELECTRONICS INC,3825.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000039020,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000039020,0001144204-11-042784:0000039020,False
0001366317-2011,0001144204-11-043013,2011,0001366317,MATTMAR MINERALS INC,1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001366317,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001366317,0001144204-11-043013:0001366317,False
0001005286-2011,0001144204-11-044333,2011,0001005286,LANDEC CORP \CA\,2821.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001005286,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001005286,0001144204-11-044333:0001005286,False
0000062234-2011,0001144204-11-044975,2011,0000062234,MARCUS CORP,7011.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000062234,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000062234,0001144204-11-044975:0000062234,False
0001440799-2011,0001144204-11-045638,2011,0001440799,MMEX Mining Corp,7819.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001440799,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001440799,0001144204-11-045638:0001440799,False
0001343719-2011,0001144204-11-046334,2011,0001343719,ENERGY XXI (BERMUDA) LTD,1382.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001343719,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001343719,0001144204-11-046334:0001343719,False
0000729156-2011,0001144204-11-047092,2011,0000729156,PEOPLES EDUCATIONAL HOLDINGS,8200.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000729156,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000729156,0001144204-11-047092:0000729156,False
0000821899-2011,0001144204-11-047495,2011,0000821899,TERRACE VENTURES INC,1400.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000821899,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000821899,0001144204-11-047495:0000821899,False
0001412130-2011,0001144204-11-047534,2011,0001412130,"Dot VN, Inc.",7370.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001412130,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001412130,0001144204-11-047534:0001412130,False
0001099215-2011,0001144204-11-048739,2011,0001099215,PROTALEX INC,8731.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001099215,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001099215,0001144204-11-048739:0001099215,False
0001359504-2011,0001144204-11-049203,2011,0001359504,"Bizzingo, Inc.",1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001359504,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001359504,0001144204-11-049203:0001359504,False
0001450973-2011,0001144204-11-049543,2011,0001450973,"EFT Holdings, Inc.",5990.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001450973,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001450973,0001144204-11-049543:0001450973,False
0001298195-2011,0001144204-11-050266,2011,0001298195,CHINA SUN GROUP HIGH-TECH CO,2810.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001298195,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001298195,0001144204-11-050266:0001298195,False
0000928659-2011,0001144204-11-050331,2011,0000928659,TELETOUCH COMMUNICATIONS INC,4812.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000928659,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000928659,0001144204-11-050331:0000928659,False
0001001426-2011,0001144204-11-050424,2011,0001001426,PERICOM SEMICONDUCTOR CORP,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001001426,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001001426,0001144204-11-050424:0001001426,False
0001350770-2011,0001144204-11-050557,2011,0001350770,Black Tusk Minerals Inc.,1400.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001350770,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001350770,0001144204-11-050557:0001350770,False
0001468164-2011,0001144204-11-050610,2011,0001468164,"Profit Planners Management, Inc.",7363.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001468164,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001468164,0001144204-11-050610:0001468164,False
0001129018-2011,0001144204-11-050624,2011,0001129018,ARDENT MINES LTD,1040.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001129018,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001129018,0001144204-11-050624:0001129018,False
0001487990-2011,0001144204-11-050806,2011,0001487990,AEROFLEX HOLDING CORP.,3674.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001487990,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001487990,0001144204-11-050806:0001487990,False
0000847464-2011,0001144204-11-051935,2011,0000847464,"China YCT International Group, Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000847464,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000847464,0001144204-11-051935:0000847464,False
0000857949-2011,0001144204-11-052457,2011,0000857949,"China Green Agriculture, Inc.",2870.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000857949,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000857949,0001144204-11-052457:0000857949,False
0001099290-2011,0001144204-11-052753,2011,0001099290,"SINOCOKING COAL & COKE CHEMICAL INDUSTRIES, INC.",3312.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001099290,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001099290,0001144204-11-052753:0001099290,False
0001404079-2011,0001144204-11-052783,2011,0001404079,Samson Oil & Gas LTD,1381.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001404079,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001404079,0001144204-11-052783:0001404079,False
0000354655-2011,0001144204-11-052788,2011,0000354655,BOLT TECHNOLOGY CORP,3533.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000354655,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000354655,0001144204-11-052788:0000354655,False
0001464766-2011,0001144204-11-052802,2011,0001464766,Loto Inc.,7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001464766,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001464766,0001144204-11-052802:0001464766,False
0001388180-2011,0001144204-11-052804,2011,0001388180,Ecoland International,2870.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001388180,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001388180,0001144204-11-052804:0001388180,False
0000800286-2011,0001144204-11-053046,2011,0000800286,SED INTERNATIONAL HOLDINGS INC,5045.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000800286,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000800286,0001144204-11-053046:0000800286,False
0001443157-2011,0001144204-11-053052,2011,0001443157,"NUMBEER, INC.",3824.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001443157,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001443157,0001144204-11-053052:0001443157,False
0000832488-2011,0001144204-11-053117,2011,0000832488,"MAM SOFTWARE GROUP, INC.",7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000832488,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000832488,0001144204-11-053117:0000832488,False
0000880432-2011,0001144204-11-053892,2011,0000880432,MISONIX INC,3821.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000880432,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000880432,0001144204-11-053892:0000880432,False
0001166220-2011,0001144204-11-054046,2011,0001166220,"LYRIS, INC.",7372.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001166220,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001166220,0001144204-11-054046:0001166220,False
0001493712-2011,0001144204-11-054070,2011,0001493712,"Plandel Resources, Inc.",1000.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001493712,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001493712,0001144204-11-054070:0001493712,False
0001411057-2011,0001144204-11-054283,2011,0001411057,CHINA INFRASTRUCTURE CONSTRUCTION Corp,3272.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001411057,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001411057,0001144204-11-054283:0001411057,False
0001509261-2011,0001144204-11-054372,2011,0001509261,FITS MY STYLE INC,7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001509261,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001509261,0001144204-11-054372:0001509261,False
0001398797-2011,0001144204-11-054390,2011,0001398797,Point.360,7819.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001398797,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001398797,0001144204-11-054390:0001398797,False
0000797662-2011,0001144204-11-054628,2011,0000797662,"American Rare Earths & Materials, Corp.",3949.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000797662,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000797662,0001144204-11-054628:0000797662,False
0001422892-2011,0001144204-11-054806,2011,0001422892,"Sino-Global Shipping America, Ltd.",4731.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001422892,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001422892,0001144204-11-054806:0001422892,False
0000803044-2011,0001144204-11-055029,2011,0000803044,ELECTRONIC CONTROL SECURITY INC,3669.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000803044,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000803044,0001144204-11-055029:0000803044,False
0001020475-2011,0001144204-11-055041,2011,0001020475,"NorWesTech, Inc.",8731.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001020475,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001020475,0001144204-11-055041:0001020475,False
0001328888-2011,0001144204-11-055065,2011,0001328888,"BEFUT International Co., Ltd.",3490.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001328888,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001328888,0001144204-11-055065:0001328888,False
0000874710-2011,0001144204-11-055070,2011,0000874710,ALLIED HEALTHCARE PRODUCTS INC,3842.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000874710,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000874710,0001144204-11-055070:0000874710,False
0001001279-2011,0001144204-11-055102,2011,0001001279,INTERNET AMERICA INC,7374.0,Technology,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001001279,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001001279,0001144204-11-055102:0001001279,False
0001401306-2011,0001144204-11-055216,2011,0001401306,Xinde Technology Co,5812.0,Retail,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001401306,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001401306,0001144204-11-055216:0001401306,False
0000728387-2011,0001144204-11-055313,2011,0000728387,"IsoRay, Inc.",3841.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000728387,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000728387,0001144204-11-055313:0000728387,False
0001386301-2011,0001144204-11-055331,2011,0001386301,Derycz Scientific Inc,7389.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001386301,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001386301,0001144204-11-055331:0001386301,False
0001309057-2011,0001144204-11-055338,2011,0001309057,"China Health Industries Holdings, Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001309057,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001309057,0001144204-11-055338:0001309057,False
0001044577-2011,0001144204-11-055341,2011,0001044577,"China Precision Steel, Inc.",3312.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001044577,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001044577,0001144204-11-055341:0001044577,False
0000851249-2011,0001144204-11-055357,2011,0000851249,"FORTUNE INDUSTRIES, INC.",4899.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0000851249,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0000851249,0001144204-11-055357:0000851249,False
0001024452-2011,0001144204-11-055366,2011,0001024452,SMF ENERGY CORP,5172.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001024452,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001024452,0001144204-11-055366:0001024452,False
0001035354-2011,0001144204-11-055379,2011,0001035354,SENESCO TECHNOLOGIES INC,8731.0,Extended_Candidate,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001035354,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001035354,0001144204-11-055379:0001035354,False
0001443242-2011,0001144204-11-055382,2011,0001443242,"Bohai Pharmaceuticals Group, Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001443242,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001443242,0001144204-11-055382:0001443242,False
0001334699-2011,0001144204-11-056760,2011,0001334699,"Li3 Energy, Inc.",3990.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001334699,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001334699,0001144204-11-056760:0001334699,False
0001295079-2011,0001144204-11-056888,2011,0001295079,"Shengtai Pharmaceutical, Inc.",2834.0,Industrials_Manufacturing,co_registrant_or_non_xbrl_registrant,single_filer_non_xbrl_registrant,False,1.0,1,,resolved,exactly_one_registrant_in_accession,0001295079,,,,separate_reporting_entity_with_own_statements,retain_one_economic_entity,single_filer_original_10k,single_0001295079,0001144204-11-056888:0001295079,False
