accession,feature_year,eligible_observation_count,eligible_ciks,eligible_names,accession_registrant_count,xbrl_expected,statement_entity_ciks,audit_scope_cik_groups,heading_only_statement_ciks,statement_evidence_by_cik,audit_opinion_phrase_count,normalized_name_collision_ciks,xbrl_context_files,xbrl_entity_ciks,xbrl_non_cik_identifiers,xbrl_entity_names,xbrl_entity_count,xbrl_context_count,xbrl_fact_reference_count,unresolved_multi_cik_audit_groups,scope_status,scope_reason,manual_evidence,manual_series_id,non_operating_issuer_ciks,statement_entity_count,joint_scope_structure
0001564590-16-012990,2015,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 9, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 7}, ""0001070750"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 4, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 9}}",6,,hst-20151231.xml,0001070750,,"HOST HOTELS & RESORTS L.P.;HOST HOTELS & RESORTS, INC.",1.0,634.0,2701.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-16-013321,2015,2,0001169055;0001458891,NOBLE CORP | NOBLE CORP PLC,2,True,0001169055;0001458891,"[[""0001169055""], [""0001169055"", ""0001458891""]]",,"{""0001169055"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 7, ""name"": ""NOBLE CORP"", ""operations_heading_matches"": 10}, ""0001458891"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 2, ""name"": ""Noble Corp plc"", ""operations_heading_matches"": 3}}",2,,ne-20151231.xml,0001458891,,Noble Corp plc;Noble Corporation,1.0,537.0,2560.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-16-013478,2015,2,0001578845;0001620602,ALLERGAN PLC | Warner Chilcott Ltd,2,True,0001578845;0001620602,"[[""0001578845"", ""0001620602""], [""0001620602""]]",,"{""0001578845"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Allergan plc"", ""operations_heading_matches"": 7}, ""0001620602"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 6, ""name"": ""Warner Chilcott Ltd"", ""operations_heading_matches"": 7}}",2,,agn-20151231.xml,0001578845,,Allergan plc;WARNER CHILCOTT LIMITED,1.0,1327.0,4211.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-16-014282,2015,2,0001161364;0001161366,MEDIACOM BROADBAND CORP | MEDIACOM BROADBAND LLC,2,True,0001161364,"[[""0001161364""]]",,"{""0001161364"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""MEDIACOM BROADBAND LLC"", ""operations_heading_matches"": 1}, ""0001161366"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 0, ""name"": ""MEDIACOM BROADBAND CORP"", ""operations_heading_matches"": 0}}",2,,mcccb-20151231.xml,0001161364,,MEDIACOM BROADBAND LLC,1.0,130.0,498.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001564590-16-014283,2015,2,0001064116;0001064117,MEDIACOM CAPITAL CORP | MEDIACOM LLC,2,True,0001064116,"[[""0001064116""]]",,"{""0001064116"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""MEDIACOM LLC"", ""operations_heading_matches"": 1}, ""0001064117"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 0, ""name"": ""MEDIACOM CAPITAL CORP"", ""operations_heading_matches"": 0}}",2,,mcccl-20151231.xml,0001064116,,MEDIACOM LLC,1.0,123.0,481.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001564590-16-015264,2015,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 5, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 6, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 6}}",10,,soho-20151231.xml,0001301236,,SOTHERLY HOTELS INC.;SOUTHERLY HOTELS LP,1.0,420.0,1663.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-17-002348,2016,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 8, ""cash_flow_heading_matches"": 4, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 7}, ""0001070750"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 4, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 9}}",6,,hst-20161231.xml,0001070750,,"HOST HOTELS & RESORTS L.P.;HOST HOTELS & RESORTS, INC.",1.0,608.0,2528.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-17-002433,2016,2,0001578845;0001620602,ALLERGAN PLC | Warner Chilcott Ltd,2,True,0001578845;0001620602,"[[""0001578845"", ""0001620602""], [""0001620602""]]",,"{""0001578845"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Allergan plc"", ""operations_heading_matches"": 7}, ""0001620602"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""Warner Chilcott Ltd"", ""operations_heading_matches"": 8}}",2,,agn-20161231.xml,0001578845,,Allergan plc;WARNER CHILCOTT LIMITED,1.0,1437.0,4247.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-17-005054,2016,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 5, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 6, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 6}}",10,,soho-20161231.xml,0001301236,,SOTHERLY HOTELS INC.;SOUTHERLY HOTELS LP,1.0,416.0,1689.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-18-002345,2017,2,0001578845;0001620602,ALLERGAN PLC | Warner Chilcott Ltd,2,True,0001578845;0001620602,"[[""0001578845""], [""0001578845"", ""0001620602""], [""0001620602""]]",,"{""0001578845"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Allergan plc"", ""operations_heading_matches"": 6}, ""0001620602"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""Warner Chilcott Ltd"", ""operations_heading_matches"": 7}}",4,,agn-20171231.xml,0001578845,,Allergan plc;WARNER CHILCOTT LIMITED,1.0,1410.0,4310.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-18-003330,2017,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 6}, ""0001070750"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 6}}",4,,hst-20171231.xml,0001070750,,"HOST HOTELS & RESORTS L.P.;HOST HOTELS & RESORTS, INC.",1.0,604.0,2415.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-18-006025,2017,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 5, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 6, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 6}}",10,,soho-20171231.xml,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,446.0,1719.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-19-003111,2018,2,0001578845;0001620602,ALLERGAN PLC | Warner Chilcott Ltd,2,True,0001578845;0001620602,"[[""0001578845"", ""0001620602""], [""0001620602""]]",,"{""0001578845"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Allergan plc"", ""operations_heading_matches"": 6}, ""0001620602"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 6, ""name"": ""Warner Chilcott Ltd"", ""operations_heading_matches"": 7}}",4,,agn-20181231.xml,0001578845,,Allergan plc;WARNER CHILCOTT LIMITED,1.0,1252.0,3952.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-19-004191,2018,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 6}, ""0001070750"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 6}}",4,,hst-20181231.xml,0001070750,,"HOST HOTELS & RESORTS L.P.;HOST HOTELS & RESORTS, INC.",1.0,661.0,2368.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-19-008031,2018,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 5}}",4,,soho-20181231.xml,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,509.0,1781.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-20-005038,2019,2,0001578845;0001620602,ALLERGAN PLC | Warner Chilcott Ltd,2,True,0001578845;0001620602,"[[""0001578845"", ""0001620602""], [""0001620602""]]",,"{""0001578845"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Allergan plc"", ""operations_heading_matches"": 6}, ""0001620602"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 6, ""name"": ""Warner Chilcott Ltd"", ""operations_heading_matches"": 7}}",4,,agn-10k_20191231.htm,0001578845,,Allergan plc;Warner Chilcott Limited,1.0,1107.0,4257.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-20-006404,2019,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 6}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 6}}",4,,hst-10k_20191231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,613.0,2509.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-20-011160,2019,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 5}}",4,,soho-20191231.xml,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,559.0,1922.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-21-008676,2020,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 6}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 6}}",4,,hst-10k_20201231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,597.0,2412.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-21-015129,2020,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 5}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 5}}",4,,soho-10k_20201231.htm,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,553.0,2064.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001564590-22-011824,2021,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 4}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 4}}",4,,soho-10k_20211231.htm,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,588.0,2002.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001566011-15-000003,2014,1,0001566011,PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 7}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",2,,pbf-20141231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,428.0,2024.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-16-000017,2015,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 7}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",2,,pbf-20151231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,483.0,2261.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-17-000003,2016,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 7}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",2,,pbf-20161231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,506.0,2281.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-18-000008,2017,1,0001566097,PBF Finance Corp,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 6, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 8}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbf-20171231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,505.0,2425.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-19-000004,2018,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 8, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 7}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbf-20181231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,536.0,2451.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-20-000003,2019,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 7, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 7}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbf-20191231.xml,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,476.0,2473.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-21-000003,2020,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 4}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbfh-20201231.htm,0001566011,,PBF FINANCE CORPORATION;PBF HOLDING CO LLC,1.0,440.0,1610.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-22-000004,2021,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 4}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbfh-20211231.htm,0001566011,,PBF FINANCE CORP;PBF HOLDING COMPANY LLC,1.0,424.0,1613.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-23-000004,2022,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 4}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbfh-20221231.htm,0001566011,,PBF FINANCE CORP;PBF HOLDING COMPANY LLC,1.0,417.0,1575.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-24-000003,2023,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 4}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",1,,pbfh-20231231.htm,0001566011,,PBF FINANCE CORP;PBF HOLDING COMPANY LLC,1.0,402.0,1508.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001566011-25-000004,2024,2,0001566011;0001566097,PBF Finance Corp | PBF HOLDING CO LLC,2,True,0001566011,"[[""0001566011""]]",,"{""0001566011"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 2, ""name"": ""PBF Holding Co LLC"", ""operations_heading_matches"": 5}, ""0001566097"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""PBF Finance Corp"", ""operations_heading_matches"": 0}}",3,,pbfh-20241231.htm,0001566011,,PBF FINANCE CORP;PBF HOLDING COMPANY LLC,1.0,359.0,1431.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001624826-16-000031,2015,2,0001405041;0001624826,MOMENTIVE PERFORMANCE MATERIALS INC. | MPM Holdings Inc.,2,True,0001405041;0001624826,"[[""0001405041""], [""0001624826""]]",,"{""0001405041"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 5, ""name"": ""Momentive Performance Materials Inc."", ""operations_heading_matches"": 9}, ""0001624826"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""MPM Holdings Inc."", ""operations_heading_matches"": 4}}",4,,mpmi-20151231.xml,0001405041,,Momentive Performance Materials Inc.,1.0,401.0,3162.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001624826-19-000011,2018,2,0001405041;0001624826,MPM HOLDINGS INC. | Momentive Performance Materials Inc.,2,True,0001405041;0001624826,"[[""0001405041""], [""0001624826""]]",,"{""0001405041"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 4, ""name"": ""Momentive Performance Materials Inc."", ""operations_heading_matches"": 8}, ""0001624826"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""MPM Holdings Inc."", ""operations_heading_matches"": 6}}",4,,mpmi-20181231.xml,0001624826,,MPM Holdings Inc.;Momentive Performance Materials Inc.,1.0,348.0,2737.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001628280-15-001010,2014,2,0000784681;0001053112,CABLEVISION SYSTEMS CORP /NY | CSC HOLDINGS LLC,2,True,0000784681;0001053112,"[[""0000784681""], [""0000784681"", ""0001053112""], [""0001053112""]]",,"{""0000784681"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""CSC HOLDINGS LLC"", ""operations_heading_matches"": 6}, ""0001053112"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""CABLEVISION SYSTEMS CORP /NY"", ""operations_heading_matches"": 9}}",6,,cvc-20141231.xml,0001053112,,CABLEVISION SYSTEMS CORP /NY;CSC HOLDINGS LLC,1.0,656.0,3024.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
