accession,feature_year,eligible_observation_count,eligible_ciks,eligible_names,accession_registrant_count,xbrl_expected,statement_entity_ciks,audit_scope_cik_groups,heading_only_statement_ciks,statement_evidence_by_cik,audit_opinion_phrase_count,normalized_name_collision_ciks,xbrl_context_files,xbrl_entity_ciks,xbrl_non_cik_identifiers,xbrl_entity_names,xbrl_entity_count,xbrl_context_count,xbrl_fact_reference_count,unresolved_multi_cik_audit_groups,scope_status,scope_reason,manual_evidence,manual_series_id,non_operating_issuer_ciks,statement_entity_count,joint_scope_structure
0000950123-12-002888,2011,2,0000701345;0000714560,US AIRWAYS GROUP INC | US AIRWAYS INC,2,True,0000701345;0000714560,"[[""0000701345""], [""0000714560""]]",,"{""0000701345"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""US AIRWAYS GROUP INC"", ""operations_heading_matches"": 4}, ""0000714560"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""US AIRWAYS INC"", ""operations_heading_matches"": 4}}",4,,lcc-20111231.xml,0000701345,,US AIRWAYS GROUP INC;US AIRWAYS INC,1.0,435.0,2470.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950123-12-003293,2011,2,0001169055;0001458891,NOBLE CORP | NOBLE CORP / SWITZERLAND,2,True,0001169055;0001458891,"[[""0001169055"", ""0001458891""]]",,"{""0001169055"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 9, ""cash_flow_heading_matches"": 7, ""name"": ""NOBLE CORP"", ""operations_heading_matches"": 13}, ""0001458891"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 9, ""cash_flow_heading_matches"": 7, ""name"": ""Noble Corp / Switzerland"", ""operations_heading_matches"": 13}}",2,0001169055;0001458891,ne-20111231.xml,0001458891,,Noble Corp / Switzerland,1.0,517.0,2907.0,[],resolved,manual_name_collision_two_distinct_statement_scopes,"Two audit opinions and two complete annual suites are presented, one for each Noble CIK.",,,2,multiple_distinct_statement_scopes
0000950123-14-002876,2013,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 4, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 7}, ""0001070750"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 4, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 9}}",6,,hst-20131231.xml,0001070750,,"HOST HOTELS & RESORTS L.P.;HOST HOTELS & RESORTS, INC.",1.0,751.0,3323.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-22-001965,2021,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 4}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 4}}",4,,hst-20211231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,612.0,2452.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-23-003778,2022,1,0001061937,HOST HOTELS & RESORTS L.P.,2,True,0001061937;0001070750,"[[""0001061937""], [""0001061937"", ""0001070750""], [""0001070750""]]",,"{""0001061937"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HOST HOTELS & RESORTS L.P."", ""operations_heading_matches"": 4}, ""0001070750"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""HOST HOTELS & RESORTS, INC."", ""operations_heading_matches"": 4}}",4,,hst-20221231.htm,0001070750,,"HOST HOTELS & RESORTS, INC.;HOST HOTELS & RESORTS, L.P.",1.0,607.0,2456.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-23-004235,2022,2,0000885975;0001385280,"CINEMARK HOLDINGS, INC. | CINEMARK USA INC /TX",2,True,0000885975;0001385280,"[[""0000885975""], [""0000885975"", ""0001385280""]]",,"{""0000885975"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""CINEMARK USA INC /TX"", ""operations_heading_matches"": 0}, ""0001385280"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Cinemark Holdings, Inc."", ""operations_heading_matches"": 0}}",2,,cnk-20221231.htm,0001385280,,"Cinemark Holdings, Inc.;Cinemark USA, Inc.",1.0,751.0,3158.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-23-008980,2022,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 3}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 3}}",4,,soho-20221231.htm,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,520.0,1939.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-24-016143,2023,2,0000885975;0001385280,"CINEMARK HOLDINGS, INC. | CINEMARK USA INC /TX",2,True,0000885975;0001385280,"[[""0000885975""], [""0000885975"", ""0001385280""]]",,"{""0000885975"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""CINEMARK USA INC /TX"", ""operations_heading_matches"": 7}, ""0001385280"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Cinemark Holdings, Inc."", ""operations_heading_matches"": 7}}",2,,cnk-20231231.htm,0001385280,,"Cinemark Holdings, Inc.;Cinemark USA, Inc.",1.0,732.0,3102.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-24-035300,2023,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 3}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 3}}",4,,soho-20231231.htm,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,512.0,1893.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-25-022756,2024,2,0000885975;0001385280,"CINEMARK HOLDINGS, INC. | CINEMARK USA INC /TX",2,True,0000885975;0001385280,"[[""0000885975""], [""0000885975"", ""0001385280""]]",,"{""0000885975"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 3, ""name"": ""CINEMARK USA INC /TX"", ""operations_heading_matches"": 7}, ""0001385280"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Cinemark Holdings, Inc."", ""operations_heading_matches"": 7}}",2,,cnk-20241231.htm,0001385280,,"Cinemark Holdings, Inc.;Cinemark USA, Inc.",1.0,731.0,3147.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0000950170-25-047657,2024,1,0001313536,SOTHERLY HOTELS LP,2,True,0001301236;0001313536,"[[""0001301236""], [""0001301236"", ""0001313536""], [""0001313536""]]",,"{""0001301236"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 2, ""name"": ""Sotherly Hotels Inc."", ""operations_heading_matches"": 3}, ""0001313536"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""SOTHERLY HOTELS LP"", ""operations_heading_matches"": 3}}",4,,soho-20241231.htm,0001301236,,SOTHERLY HOTELS INC.;SOTHERLY HOTELS LP,1.0,573.0,2130.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001012704-13-000006,2012,2,0001012704;0001493927,DRIVETIME AUTOMOTIVE GROUP INC | DT Acceptance Corp,2,True,0001012704,"[[""0001012704""]]",,"{""0001012704"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 5, ""name"": ""DRIVETIME AUTOMOTIVE GROUP INC"", ""operations_heading_matches"": 5}, ""0001493927"": {""audit_opinion_window_matches"": 0, ""balance_sheet_heading_matches"": 0, ""cash_flow_heading_matches"": 0, ""name"": ""DT Acceptance Corp"", ""operations_heading_matches"": 0}}",2,,dta-20121231.xml,0001012704,,DRIVETIME AUTOMOTIVE GROUP INC,1.0,412.0,3234.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,1,one_statement_scope
0001047469-12-001105,2011,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 5, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 6}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 7}}",6,,hun-20111231.xml,0001307954,,Huntsman CORP,1.0,1009.0,4540.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-12-001130,2011,2,0001441849;0001493144,CLOUD PEAK ENERGY INC. | Cloud Peak Energy Resources LLC,2,True,0001441849;0001493144,"[[""0001441849""], [""0001493144""]]",,"{""0001441849"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""CLOUD PEAK ENERGY INC."", ""operations_heading_matches"": 4}, ""0001493144"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""Cloud Peak Energy Resources LLC"", ""operations_heading_matches"": 3}}",2,,cld-20111231.xml,0001441849,,CLOUD PEAK ENERGY INC.,1.0,319.0,2029.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-12-002756,2011,2,0000931058;0001166789,LIN TELEVISION CORP | LIN TV CORP.,2,True,0000931058;0001166789,"[[""0000931058""], [""0001166789""]]",,"{""0000931058"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 2, ""cash_flow_heading_matches"": 1, ""name"": ""LIN TELEVISION CORP"", ""operations_heading_matches"": 4}, ""0001166789"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 8, ""cash_flow_heading_matches"": 5, ""name"": ""LIN TV CORP."", ""operations_heading_matches"": 9}}",7,,tvl-20111231.xml,0001166789,,LIN TV CORP.,1.0,127.0,824.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-12-003301,2011,2,0001021113;0001427553,"GUITAR CENTER HOLDINGS, INC. | GUITAR CENTER, INC.",2,True,0001021113;0001427553,"[[""0001021113""], [""0001021113"", ""0001427553""], [""0001427553""]]",,"{""0001021113"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 2, ""name"": ""GUITAR CENTER, INC."", ""operations_heading_matches"": 5}, ""0001427553"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 2, ""name"": ""GUITAR CENTER HOLDINGS, INC."", ""operations_heading_matches"": 4}}",6,,gch-20111231.xml,0001427553,,"GUITAR CENTER HOLDINGS, INC.",1.0,71.0,527.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-12-004191,2011,2,0001065023;0001268984,REDDY ICE CORP | REDDY ICE HOLDINGS INC,2,True,0001065023;0001268984,"[[""0001065023""], [""0001065023"", ""0001268984""]]",,"{""0001065023"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 3, ""name"": ""REDDY ICE CORP"", ""operations_heading_matches"": 2}, ""0001268984"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""REDDY ICE HOLDINGS INC"", ""operations_heading_matches"": 4}}",2,,frz-20111231.xml,0001268984,,REDDY ICE HOLDINGS INC,1.0,62.0,595.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-13-000888,2012,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 5, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 7}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 9}}",6,,hun-20121231.xml,0001307954,,Huntsman CORP,1.0,1069.0,4619.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-13-001007,2012,2,0001441849;0001493144,CLOUD PEAK ENERGY INC. | Cloud Peak Energy Resources LLC,2,True,0001441849;0001493144,"[[""0001441849""], [""0001493144""]]",,"{""0001441849"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""CLOUD PEAK ENERGY INC."", ""operations_heading_matches"": 3}, ""0001493144"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 2, ""name"": ""Cloud Peak Energy Resources LLC"", ""operations_heading_matches"": 2}}",2,,cld-20121231.xml,0001441849,,CLOUD PEAK ENERGY INC.,1.0,309.0,2036.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-13-001696,2012,2,0001035688;0001320414,SELECT MEDICAL CORP | SELECT MEDICAL HOLDINGS CORP,2,True,0001035688;0001320414,"[[""0001035688""], [""0001320414""]]",,"{""0001035688"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL CORP"", ""operations_heading_matches"": 7}, ""0001320414"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL HOLDINGS CORP"", ""operations_heading_matches"": 8}}",4,,sem-20121231.xml,0001320414,,SELECT MEDICAL HOLDINGS CORP,1.0,397.0,2158.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-13-002872,2012,2,0000931058;0001166789,LIN TELEVISION CORP | LIN TV CORP.,2,True,0000931058;0001166789,"[[""0000931058""], [""0001166789""]]",,"{""0000931058"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 1, ""name"": ""LIN TELEVISION CORP"", ""operations_heading_matches"": 2}, ""0001166789"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 7, ""cash_flow_heading_matches"": 5, ""name"": ""LIN TV CORP."", ""operations_heading_matches"": 8}}",7,,tvl-20121231.xml,0001166789,,LIN TV CORP.,1.0,681.0,3196.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-14-000771,2013,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 5, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 7}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 9}}",6,,hun-20131231.xml,0001307954,,Huntsman CORP,1.0,1047.0,4519.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-14-001304,2013,2,0001035688;0001320414,SELECT MEDICAL CORP | SELECT MEDICAL HOLDINGS CORP,2,True,0001035688;0001320414,"[[""0001035688""], [""0001320414""]]",,"{""0001035688"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL CORP"", ""operations_heading_matches"": 6}, ""0001320414"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL HOLDINGS CORP"", ""operations_heading_matches"": 7}}",4,,sem-20131231.xml,0001320414,,SELECT MEDICAL HOLDINGS CORP,1.0,370.0,2083.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-14-002412,2013,2,0001344154;0001578318,"ENVISION HEALTHCARE HOLDINGS, INC. | Envision Healthcare Corp",2,True,0001344154;0001578318,"[[""0001344154""], [""0001344154"", ""0001578318""], [""0001578318""]]",,"{""0001344154"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 6, ""name"": ""Envision Healthcare Corp"", ""operations_heading_matches"": 8}, ""0001578318"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 7, ""name"": ""Envision Healthcare Holdings, Inc."", ""operations_heading_matches"": 9}}",4,,evh-20131231.xml,0001578318,,"Envision Healthcare Holdings, Inc.",1.0,579.0,2790.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-14-002899,2013,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 9}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 4, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 7}}",2,,hds-20140202.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,427.0,2102.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-14-003617,2013,2,0001313024;0001588242,"DENVER PARENT Corp | VENOCO, INC.",2,True,0001313024;0001588242,"[[""0001313024"", ""0001588242""], [""0001588242""]]",,"{""0001313024"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""Venoco, Inc."", ""operations_heading_matches"": 5}, ""0001588242"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""DENVER PARENT Corp"", ""operations_heading_matches"": 5}}",4,,denparp-20131231.xml,0001588242,,Denver Parent Corporation,1.0,331.0,1740.0,[],resolved,manual_two_distinct_audited_statement_scopes,"The filing states that separate financial statements are included and presents separate audit opinions and complete annual suites for Denver Parent Corporation and Venoco, Inc.",denver_parent_venoco_two_separate_statement_scopes,,2,multiple_distinct_statement_scopes
0001047469-15-000900,2014,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 6, ""cash_flow_heading_matches"": 5, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 6}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 7}}",6,,hun-20141231.xml,0001307954,,Huntsman CORP,1.0,1012.0,4468.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-15-001194,2014,1,0001035688,SELECT MEDICAL CORP,2,True,0001035688;0001320414,"[[""0001035688""], [""0001320414""]]",,"{""0001035688"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL CORP"", ""operations_heading_matches"": 6}, ""0001320414"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 3, ""cash_flow_heading_matches"": 4, ""name"": ""SELECT MEDICAL HOLDINGS CORP"", ""operations_heading_matches"": 7}}",4,,sem-20141231.xml,0001320414,,SELECT MEDICAL HOLDINGS CORP,1.0,393.0,2097.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-15-002613,2014,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 8}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 2, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 6}}",2,,hds-20150201.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,433.0,2062.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-15-003553,2014,2,0001313024;0001588242,"DENVER PARENT CORP | Venoco, Inc.",2,True,0001313024;0001588242,"[[""0001313024"", ""0001588242""], [""0001588242""]]",,"{""0001313024"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""Venoco, Inc."", ""operations_heading_matches"": 5}, ""0001588242"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 1, ""name"": ""DENVER PARENT Corp"", ""operations_heading_matches"": 5}}",4,,denparp-20141231.xml,0001588242,,Denver Parent Corporation,1.0,287.0,1652.0,[],resolved,manual_two_distinct_audited_statement_scopes,"The filing states that separate financial statements are included and presents separate audit opinions and complete annual suites for Denver Parent Corporation and Venoco, Inc.",denver_parent_venoco_two_separate_statement_scopes,,2,multiple_distinct_statement_scopes
0001047469-16-010161,2015,2,0001089748;0001307954,HUNTSMAN CORP | HUNTSMAN INTERNATIONAL LLC,2,True,0001089748;0001307954,"[[""0001089748""], [""0001089748"", ""0001307954""], [""0001307954""]]",,"{""0001089748"": {""audit_opinion_window_matches"": 4, ""balance_sheet_heading_matches"": 5, ""cash_flow_heading_matches"": 5, ""name"": ""HUNTSMAN INTERNATIONAL LLC"", ""operations_heading_matches"": 6}, ""0001307954"": {""audit_opinion_window_matches"": 3, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 3, ""name"": ""Huntsman CORP"", ""operations_heading_matches"": 7}}",6,,hun-20151231.xml,0001307954,,Huntsman CORP,1.0,1016.0,4469.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-16-010467,2015,2,0001035688;0001320414,SELECT MEDICAL CORP | SELECT MEDICAL HOLDINGS CORP,2,True,0001035688;0001320414,"[[""0001035688""], [""0001320414""]]",,"{""0001035688"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 5, ""name"": ""SELECT MEDICAL CORP"", ""operations_heading_matches"": 7}, ""0001320414"": {""audit_opinion_window_matches"": 2, ""balance_sheet_heading_matches"": 1, ""cash_flow_heading_matches"": 1, ""name"": ""SELECT MEDICAL HOLDINGS CORP"", ""operations_heading_matches"": 5}}",4,,sem-20151231.xml,0001320414,,SELECT MEDICAL HOLDINGS CORP,1.0,431.0,2288.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
0001047469-16-011316,2015,2,0001465264;0001573097,"HD SUPPLY HOLDINGS, INC. | HD SUPPLY, INC.",2,True,0001465264;0001573097,"[[""0001465264""], [""0001573097""]]",,"{""0001465264"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""HD SUPPLY, INC."", ""operations_heading_matches"": 8}, ""0001573097"": {""audit_opinion_window_matches"": 1, ""balance_sheet_heading_matches"": 4, ""cash_flow_heading_matches"": 2, ""name"": ""HD Supply Holdings, Inc."", ""operations_heading_matches"": 6}}",2,,hds-20160131.xml,0001573097,,"HD Supply Holdings, Inc.",1.0,359.0,1986.0,[],resolved,primary_10k_distinct_statement_sets_mapped,,,,2,multiple_distinct_statement_scopes
