source_manifest,source_manifest_sha256,output_root,run_manifest,run_manifest_verified,mode,status,source_kind,training_seed,runtime_seconds
data/model_runs/classical_mlp_coarse_v1/classical_mlp_coarse_search_manifest.json,5f8029810811d443dbb363cd8dc341fd147d563d7d65d0a824c8c1929e7bfc43,data/model_runs/classical_mlp_coarse_v1,data/model_runs/classical_mlp_coarse_v1/run_manifest.json,True,classical_mlp_coarse_search,COMPLETE,frozen_project_train,20260818,16762.60452987504
