manifest,manifest_sha256,run_manifest_verified,candidate_positions,complete_candidate_positions,technically_invalid_positions,families,feature_blocks,duplicate_identities,missing_complete_metrics,missing_or_invalid_runtime,oof_artifacts_verified_or_present,oof_artifacts_missing_or_undeclared,errors,warnings
data/model_runs/classical_mlp_coarse_v1/classical_mlp_coarse_search_manifest.json,5f8029810811d443dbb363cd8dc341fd147d563d7d65d0a824c8c1929e7bfc43,True,247,238,9,"dummy_prior, fixed_l2_logistic, elastic_net_logistic, rbf_svm, hist_gradient_boosting, xgboost, random_forest, pytorch_mlp","BLOCK_AGNOSTIC, L, L+D, L+D+R",0,0,0,238,0,0,0
